code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
E01001301,Ealing 039B,Ealing,0.0,1.0,16.0,0.0,31.0,5.0,46.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.1568374e-08,8.751061e-08,0.0,6.11263e-07,3.3761975999999997e-06,0.9159378,3.9618e-06
E01001302,Ealing 039C,Ealing,0.0,1.0,4.0,0.0,5.0,4.0,15.0,3.0,0.0,11.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.9029226000000003e-07,0.039009966,0.0,0.000868306,0.3258247,0.13295013,0.10362833,1.0
E01001303,Ealing 032A,Ealing,0.0,2.0,11.0,0.0,14.0,8.0,44.0,1.0,1.0,7.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001306,Ealing 035D,Ealing,0.0,4.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001307,Ealing 002A,Ealing,0.0,3.0,10.0,1.0,11.0,0.0,28.0,6.0,5.0,17.0,13.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.8595459999999995e-09,6.158339e-21,0.0,0.026043339,1.0335850000000001e-14,1.0,2.363455e-07,6.606312e-10
E01001308,Ealing 002B,Ealing,0.0,1.0,2.0,1.0,3.0,5.0,32.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001309,Ealing 001C,Ealing,0.0,6.0,1.0,0.0,3.0,1.0,6.0,4.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001310,Ealing 001D,Ealing,0.0,0.0,1.0,0.0,3.0,5.0,10.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001312,Ealing 002C,Ealing,0.0,0.0,3.0,0.0,9.0,5.0,14.0,0.0,0.0,20.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001313,Ealing 002D,Ealing,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07401416,1.5159099000000001e-05,4.7965663e-09,5.987078e-07,4.965245e-07,3.6429705e-13,0.0
E01001314,Ealing 002E,Ealing,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.27343720000000005,5.1292187e-05,4.3700004e-09,9.509363e-06,2.538613e-07,0.0,2.3946138000000002e-11
E01001315,Ealing 003A,Ealing,0.0,2.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,9.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.594954000000001e-05,0.0014419307000000001,1.0,0.0,0.0009218828599999999,0.0028277999,0.029587809,4.7312204e-10
E01001316,Ealing 003B,Ealing,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3989753,0.0,8.712643e-08,0.0038318740000000003,8.6490576e-07,0.08426973,1.0,2.1417728e-08
E01001317,Ealing 003C,Ealing,0.0,1.0,0.0,0.0,1.0,6.0,8.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001318,Ealing 003D,Ealing,0.0,5.0,2.0,0.0,2.0,7.0,8.0,2.0,0.0,9.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.00036528453,1.0,2.2277652e-06,0.35419506,2.3143870000000002e-05,3.1128428e-05,0.14730139,0.0
E01001321,Ealing 003F,Ealing,0.0,1.0,0.0,0.0,6.0,8.0,15.0,0.0,0.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0074171997,0.0015625727,0.0,1.0,6.4991277e-06,2.8425809999999997e-07,7.165365e-06,0.00018468471999999998
E01001322,Ealing 004C,Ealing,1.0,3.0,1.0,0.0,12.0,14.0,51.0,4.0,0.0,16.0,12.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0051704566,0.000584764,0.0,1.0,0.02295964,0.12092222,0.007942641,4.5357533e-06
E01001323,Ealing 004D,Ealing,0.0,3.0,13.0,0.0,20.0,8.0,37.0,3.0,1.0,21.0,15.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0024093222,1.2198349e-15,0.0,1.7491271e-05,3.8757847e-07,0.26266623,1.0,1.2820846e-07
E01001324,Ealing 008B,Ealing,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,7.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.94103265,6.461643e-08,5.614283e-07,1.0,5.678331999999999e-07,2.4528814000000003e-05,3.9875427000000005e-08,0.0
E01001325,Ealing 009A,Ealing,0.0,3.0,0.0,0.0,1.0,2.0,15.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.46950918,3.6956986e-05,0.00084760017,1.0,4.1309460000000005e-06,1.3479418000000001e-05,1.2053858999999999e-07,0.0
E01001326,Ealing 008C,Ealing,0.0,4.0,2.0,0.0,4.0,2.0,11.0,12.0,4.0,21.0,15.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.010401667,1.4400089999999997e-07,0.0,1.7483177e-05,0.008539492,0.17448604,1.3132366e-05
E01001327,Ealing 009B,Ealing,0.0,0.0,1.0,1.0,9.0,5.0,27.0,0.0,0.0,9.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.1998372e-06,1.6425436e-14,0.0,0.022515572999999997,0.07824395599999999,1.0,0.14823256,9.993483e-07
E01001328,Ealing 009C,Ealing,0.0,4.0,2.0,0.0,8.0,5.0,10.0,4.0,2.0,20.0,14.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.11520539,1.0649916e-05,0.0,0.016745508,0.06904207,0.71386504,2.3188357999999997e-08,1.0
E01001329,Ealing 009D,Ealing,0.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0854708e-05,1.595027e-05,0.05819838,0.117465585,0.0,2.7416374e-07,1.0,0.5385475000000001
E01001330,Ealing 008D,Ealing,0.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001331,Ealing 009E,Ealing,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23327586,6.329077e-06,4.329121e-09,6.120367e-06,9.382008e-08,0.0,3.4668702e-11
E01001332,Ealing 008E,Ealing,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001333,Ealing 038A,Ealing,1.0,6.0,11.0,0.0,21.0,5.0,33.0,4.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.4268042000000002e-07,6.529445599999999e-14,0.0,0.008965002,2.3069309e-07,1.0,0.35679390000000005,1.03903965e-07
E01001334,Ealing 029C,Ealing,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001335,Ealing 038B,Ealing,0.0,5.0,2.0,1.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001336,Ealing 038C,Ealing,0.0,2.0,2.0,0.0,7.0,4.0,24.0,6.0,0.0,9.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.917904e-10,0.0038328372999999996,5.4406455000000005e-11,0.5481956,2.2490202999999997e-08,1.5619894e-10
E01001337,Ealing 029D,Ealing,0.0,5.0,3.0,0.0,8.0,9.0,23.0,9.0,8.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001338,Ealing 029E,Ealing,0.0,1.0,1.0,0.0,45.0,6.0,69.0,1.0,0.0,18.0,14.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.38388008,0.0,7.395547e-12,3.5415657e-10,9.857124e-07,0.014094696,1.0,5.899097e-07
E01001339,Ealing 029F,Ealing,0.0,4.0,2.0,0.0,12.0,5.0,50.0,3.0,5.0,16.0,10.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.3033743e-05,1.1047665e-16,0.0,0.0034672127,2.0940245e-10,1.0,0.9939087999999999,8.577161e-08
E01001340,Ealing 029G,Ealing,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0057357824,0.00054229744,3.4194727e-05,1.0,1.9054784999999998e-07,3.422336e-07,2.474844e-08,0.0
E01001341,Ealing 005A,Ealing,0.0,3.0,8.0,0.0,21.0,4.0,65.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0057186806000000005,0.0014583176000000002,0.06624712,1.0,2.979751e-06,4.520205e-07,9.699258600000001e-08,0.0
E01001342,Ealing 005B,Ealing,0.0,0.0,2.0,0.0,6.0,1.0,16.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001343,Ealing 005C,Ealing,0.0,0.0,1.0,0.0,11.0,2.0,48.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001344,Ealing 007A,Ealing,0.0,2.0,2.0,1.0,3.0,7.0,26.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.8128682e-09,1.2554203e-19,0.0,0.026093815,1.1263028999999999e-10,1.0,2.3622252e-07,9.556512e-10
E01001345,Ealing 005D,Ealing,0.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.663023e-05,8.985883e-17,0.0,0.024871873,5.235287000000001e-09,1.0,0.051085364,1.2144898e-06
E01001347,Ealing 007C,Ealing,0.0,3.0,8.0,0.0,30.0,5.0,128.0,3.0,2.0,15.0,15.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.3840119999999994e-05,0.0,0.023613954,0.03216396,0.46248690000000003,0.44030820000000004,0.0003968371
E01001348,Ealing 007D,Ealing,1.0,1.0,6.0,1.0,7.0,11.0,28.0,6.0,2.0,7.0,7.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.26847908,0.0065719024,0.000643715,1.0,2.9165815e-07,0.33431825,0.012886824,0.0
E01001349,Ealing 006E,Ealing,0.0,3.0,0.0,0.0,1.0,5.0,10.0,7.0,1.0,33.0,17.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.17127289,0.10760715,0.10097379,0.16554588,0.11956508,1.0,0.36907175,0.0
E01001351,Ealing 025E,Ealing,0.0,11.0,24.0,0.0,20.0,3.0,43.0,12.0,2.0,23.0,21.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.29877037,1.490456e-06,0.0,1.0,1.8668599999999998e-06,5.5055743e-06,0.08256648,3.770005e-08
E01001352,Ealing 027D,Ealing,0.0,3.0,14.0,0.0,13.0,4.0,34.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.2361717999999998e-08,4.4908965e-09,3.2470565e-10,1.3854415e-07,1.1269892e-12,3.9446742999999995e-16
E01001353,Ealing 033A,Ealing,1.0,7.0,3.0,0.0,3.0,2.0,13.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001354,Ealing 027E,Ealing,1.0,2.0,4.0,0.0,9.0,8.0,12.0,3.0,0.0,14.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.30955622,2.972547e-11,0.0,1.6554814999999998e-12,9.604426e-09,6.4280386e-05,1.0,0.079704426
E01001355,Ealing 033B,Ealing,0.0,4.0,12.0,1.0,7.0,7.0,30.0,8.0,1.0,12.0,10.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001357,Ealing 033D,Ealing,0.0,2.0,0.0,0.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.865946e-09,5.7681355999999994e-18,0.0,0.025117692999999996,3.3541343e-11,1.0,2.4406205e-07,1.2893362e-09
E01001358,Ealing 033E,Ealing,0.0,4.0,2.0,0.0,21.0,16.0,130.0,0.0,2.0,19.0,9.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001359,Ealing 026A,Ealing,0.0,3.0,19.0,0.0,44.0,2.0,32.0,1.0,0.0,12.0,10.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9074742,0.0,1.36698845e-05,0.023691788,1.0439192e-07,1.0,0.5733182,3.1355707e-05
E01001361,Ealing 023E,Ealing,4.0,4.0,39.0,2.0,176.0,11.0,147.0,12.0,3.0,32.0,22.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.5180534e-07,8.026549e-11,0.0,0.03443103,2.7293903e-05,1.0,0.5084923,1.13806245e-05
E01001362,Ealing 026C,Ealing,0.0,3.0,9.0,1.0,12.0,1.0,26.0,0.0,0.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001363,Ealing 026D,Ealing,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.18093364,5.9621726e-15,1.1731478e-17,0.39920223,2.3049772e-17,7.021135000000001e-19,1.0
E01001365,Ealing 026F,Ealing,0.0,1.0,2.0,1.0,3.0,0.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001366,Ealing 037A,Ealing,0.0,3.0,1.0,0.0,10.0,0.0,28.0,0.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.1013925e-06,4.5985895e-09,5.5635665e-09,2.8258157e-07,1.6174877e-12,2.2394720000000003e-16
E01001367,Ealing 037B,Ealing,0.0,6.0,23.0,1.0,54.0,8.0,86.0,4.0,0.0,14.0,10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0057360884,0.00030614526,3.8566458e-07,1.0,1.4036515e-07,3.570369e-07,4.584198000000001e-08,0.0
E01001368,Ealing 037C,Ealing,0.0,1.0,0.0,0.0,3.0,0.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001369,Ealing 038D,Ealing,0.0,1.0,4.0,2.0,12.0,7.0,42.0,3.0,0.0,14.0,12.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.040464085,3.1481934e-14,0.0,1.9389508e-05,2.5858134e-07,0.3112316,1.0,9.160667e-06
E01001370,Ealing 037D,Ealing,0.0,4.0,0.0,0.0,21.0,2.0,36.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2168707e-06,0.0,8.0777e-18,2.2147956e-20,3.0355887e-09,6.815294000000001e-08,1.0,4.9144324e-09
E01001371,Ealing 037E,Ealing,1.0,2.0,1.0,0.0,9.0,2.0,30.0,6.0,2.0,11.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.00012247276000000001,7.0845663e-06,4.5352526e-09,1.8805123e-07,6.1843093e-07,1.9486845000000003e-12,0.0
E01001372,Ealing 037F,Ealing,0.0,1.0,1.0,0.0,7.0,0.0,23.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001373,Ealing 037G,Ealing,0.0,0.0,1.0,0.0,8.0,0.0,19.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001376,Ealing 040B,Ealing,0.0,0.0,0.0,0.0,1.0,3.0,12.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001380,Ealing 040C,Ealing,1.0,2.0,3.0,0.0,2.0,10.0,32.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.1790056e-06,1.5081884e-29,3.4523397999999997e-25,2.8878409000000002e-15,1.7082496999999998e-16,3.9943056000000004e-20,1.0
E01001381,Ealing 034D,Ealing,1.0,2.0,15.0,0.0,44.0,6.0,102.0,11.0,0.0,29.0,21.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.07401416,1.5159099000000001e-05,4.7965663e-09,5.987078e-07,4.965245e-07,3.6429705e-13,0.0
E01001384,Ealing 032C,Ealing,0.0,2.0,13.0,0.0,11.0,3.0,25.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001385,Ealing 032D,Ealing,0.0,0.0,11.0,0.0,18.0,1.0,47.0,1.0,1.0,9.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7352041,0.00073097355,1.9902086999999997e-07,0.7714778,0.0,1.0,0.6030125,8.58376e-07
E01001386,Ealing 031F,Ealing,1.0,4.0,12.0,0.0,9.0,3.0,50.0,11.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.9205889e-09,4.3085923000000004e-13,0.0,0.027299372000000002,0.09719626,1.0,2.3230267e-07,2.9547056e-08
E01001387,Ealing 032E,Ealing,1.0,9.0,4.0,0.0,0.0,2.0,43.0,2.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001388,Ealing 028E,Ealing,0.0,0.0,22.0,0.0,17.0,9.0,40.0,2.0,2.0,19.0,17.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.93823284,0.0,1.3386977e-09,0.0038986402,6.6802515e-09,1.0,0.025776317000000003,0.026884675
E01001389,Ealing 028F,Ealing,1.0,2.0,13.0,2.0,31.0,3.0,57.0,6.0,0.0,10.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0613892e-08,7.572878e-08,4.4962163e-09,5.7605294e-09,8.710188000000001e-08,1.1536845e-12,0.0
E01001390,Enfield 036A,Enfield,0.0,2.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,9.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.5821422999999996e-07,1.2052542e-10,0.0,0.0041876505,0.00043053486,1.0,0.71054786,0.072891615
E01001391,Enfield 036B,Enfield,0.0,4.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001393,Enfield 036C,Enfield,0.0,1.0,4.0,0.0,10.0,3.0,33.0,1.0,0.0,7.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.669465500000001e-07,3.6199417e-19,9.225125e-18,0.0,5.7396976e-09,6.531953e-08,1.0,5.6155893e-09
E01001394,Enfield 035A,Enfield,0.0,4.0,12.0,0.0,14.0,6.0,33.0,1.0,0.0,14.0,14.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.31960857,0.0,9.694276e-13,0.017626328,3.6798712000000003e-05,1.0,2.4004498000000004e-07,1.9480275e-09
E01001396,Enfield 036D,Enfield,0.0,0.0,11.0,0.0,13.0,4.0,28.0,7.0,1.0,11.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.1722703e-06,7.774487e-11,0.0,0.010732618999999999,0.0005690261599999999,1.0,0.29057238,0.00042410215
E01001397,Enfield 035C,Enfield,0.0,2.0,1.0,0.0,3.0,7.0,17.0,1.0,0.0,31.0,21.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8777124000000002e-07,0.0,0.00026653880000000003,0.054466043,0.6029258000000001,0.69676214,0.0005437977
E01001400,Enfield 021C,Enfield,1.0,0.0,3.0,0.0,4.0,6.0,22.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.569531e-07,5.232499400000001e-10,1.9286831e-07,1.8948258999999998e-06,0.31404692,5.7677610000000003e-08
E01001401,Enfield 016A,Enfield,0.0,2.0,1.0,0.0,0.0,4.0,10.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001402,Enfield 021D,Enfield,0.0,0.0,9.0,0.0,15.0,7.0,38.0,5.0,0.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001403,Enfield 021E,Enfield,0.0,1.0,1.0,0.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0054364125,0.00183182,0.43604413,1.0,2.4653731e-05,4.460196e-07,7.565042999999999e-08,0.0
E01001404,Enfield 026A,Enfield,0.0,3.0,0.0,1.0,0.0,3.0,10.0,4.0,0.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001405,Enfield 015A,Enfield,0.0,3.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001406,Enfield 015B,Enfield,0.0,4.0,11.0,2.0,17.0,9.0,51.0,3.0,1.0,10.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001407,Enfield 005A,Enfield,0.0,5.0,2.0,1.0,4.0,4.0,15.0,5.0,15.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001409,Enfield 005B,Enfield,0.0,0.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.6040050000000002e-05,0.0002670286,5.0875974e-06,0.11638225,1.9585645e-05,2.1332363999999997e-06,1.0,0.0
E01001411,Enfield 004B,Enfield,0.0,5.0,10.0,0.0,16.0,4.0,55.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.046014175,0.0,0.13878986,0.26240453,0.030188722999999997,0.2678368,1.0,0.07553897
E01001412,Enfield 004C,Enfield,1.0,12.0,8.0,2.0,45.0,25.0,76.0,28.0,72.0,101.0,67.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,0.45133009999999996,0.012076564,0.0,1.0,0.05244816,0.39913309999999996,0.27233633,0.1132048
E01001413,Enfield 004D,Enfield,0.0,4.0,2.0,0.0,1.0,5.0,16.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001414,Enfield 004E,Enfield,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001415,Enfield 011A,Enfield,1.0,2.0,22.0,2.0,35.0,17.0,65.0,6.0,10.0,22.0,20.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.87116754,0.0,0.014744433000000001,0.69455075,0.003479465,1.0,0.5767310999999999,3.1073709999999994e-05
E01001416,Enfield 013A,Enfield,0.0,5.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001417,Enfield 011B,Enfield,1.0,1.0,0.0,0.0,4.0,13.0,17.0,2.0,20.0,22.0,18.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.8785031999999998e-06,1.2360027e-05,0.34357494,5.4293987e-06,0.0003770135,0.00023481072,0.0
