SWI,INTERSECT,ACCOMM,EDU,IMD2019Ind,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,DENSITY_R,DEN_0_17,DEN_18_64,DEN_65
1.0,11.0,0.0,0.0,3043.0,0.0,0.0,0.0,4.0,0.0,0.0,0.139916667930593,2644.9208861453108,7023.06644389342,1342.4977225131502
20.0,26.0,0.0,7.0,3154.0,0.0,1.0,4.0,13.0,3.0,4.0,0.134641277719597,1963.7223955209647,5529.74588677376,1373.4009391987115
10.0,29.0,0.0,0.0,6647.0,0.0,17.0,7.0,51.0,9.0,2.0,0.173412717981731,1898.3279631588384,5357.849141920984,1991.688354789601
1.0,6.0,0.0,0.0,1794.0,0.0,3.0,0.0,3.0,1.0,1.0,0.189731778730826,7731.262967747063,14876.824195513287,4217.052527862034
6.0,19.0,0.0,0.0,9637.0,0.0,7.0,2.0,7.0,3.0,0.0,0.198247324206092,3113.5998316940445,8296.104814711105,1741.1578006183802
7.0,13.0,1.0,3.0,8155.0,0.0,0.0,1.0,10.0,0.0,2.0,0.204573381739658,3551.3249006124092,13282.356407940197,2608.317723613634
18.0,26.0,1.0,1.0,17632.0,0.0,11.0,2.0,17.0,1.0,9.0,0.225355046030152,1767.9828260803795,6766.617001022496,2151.4007883628715
9.0,25.0,0.0,3.0,21556.0,0.0,31.0,5.0,35.0,6.0,6.0,0.235040418305698,2981.9028604189675,8806.060237931497,1815.4284632302806
30.0,30.0,0.0,3.0,20040.0,1.0,18.0,3.0,25.0,2.0,1.0,0.227794347056124,2188.653718419759,11005.547356444074,2980.48372223829
6.0,13.0,0.0,3.0,16091.0,0.0,8.0,5.0,20.0,6.0,2.0,0.183711627287617,4336.104909473785,13643.54028840796,2412.015894441893
7.0,45.0,1.0,1.0,25957.0,1.0,48.0,4.0,71.0,4.0,5.0,0.240253985407243,1623.4749217871486,5763.616850358528,1763.9139288621616
5.0,27.0,0.0,2.0,26998.0,0.0,3.0,5.0,20.0,0.0,0.0,0.166647708634926,1068.2404776300928,2511.900931424116,1133.0857462402264
3.0,49.0,0.0,0.0,21946.0,0.0,1.0,2.0,8.0,7.0,1.0,0.126440111890842,1116.7419109215887,2706.484011386412,419.93187559448165
17.0,61.0,2.0,1.0,18341.0,1.0,13.0,11.0,57.0,15.0,4.0,0.09914105596243,596.3664678605154,1770.9884913254787,353.1627889933204
3.0,24.0,0.0,1.0,30459.0,1.0,4.0,3.0,17.0,1.0,1.0,0.08632801753238,867.4815857393154,2006.8603849193116,625.7951737920434
4.0,35.0,0.0,0.0,18698.0,0.0,3.0,5.0,14.0,1.0,1.0,0.170864334273258,1482.0279145457814,7253.831941116658,1030.4725343326138
1.0,27.0,0.0,5.0,7999.0,0.0,5.0,1.0,23.0,0.0,0.0,0.164992701325748,2249.5066675198836,10463.614347403096,2632.945304028955
3.0,27.0,0.0,5.0,22790.0,0.0,10.0,2.0,28.0,1.0,7.0,0.136094074243521,1137.9593875133967,5118.653822921477,791.8120453039984
1.0,21.0,0.0,2.0,27879.0,1.0,3.0,8.0,27.0,0.0,0.0,0.137541338432834,1551.9902993810372,3197.5157284122706,821.0305824850576
9.0,22.0,0.0,4.0,21448.0,0.0,21.0,1.0,45.0,1.0,1.0,0.127323210665377,1540.5180285211572,4452.917496642516,1422.0166417118373
13.0,34.0,1.0,3.0,17328.0,0.0,13.0,4.0,37.0,0.0,0.0,0.120128687788624,1555.650411223647,4772.485306794153,1258.5915387286793
1.0,31.0,0.0,1.0,26011.0,1.0,10.0,3.0,27.0,9.0,3.0,0.06254649919027,631.8449901960173,1543.2234969970789,522.6780547171243
13.0,39.0,0.0,5.0,23273.0,3.0,49.0,6.0,87.0,10.0,0.0,0.151953785631963,1577.7731086006372,4528.171522083153,913.840216565381
1.0,16.0,0.0,5.0,22804.0,1.0,8.0,2.0,20.0,4.0,2.0,0.100304043770013,1708.7202085758381,4189.9652624081855,746.3375623664581
8.0,29.0,0.0,3.0,9799.0,0.0,18.0,2.0,44.0,2.0,1.0,0.118281236867163,2505.810937396979,5593.867101211501,810.8303893814666
1.0,24.0,0.0,4.0,18511.0,1.0,1.0,3.0,18.0,0.0,3.0,0.194562468973071,3477.052829130782,8026.297906965655,1417.4744982867649
12.0,46.0,0.0,2.0,26771.0,1.0,22.0,5.0,46.0,2.0,1.0,0.201221167010249,2476.414756169751,8062.624981827302,1225.2282651070466
2.0,15.0,0.0,3.0,30452.0,0.0,7.0,0.0,22.0,0.0,0.0,0.168329389297738,3896.5120116398025,7510.375483575163,1123.8644316819464
4.0,33.0,0.0,5.0,30727.0,0.0,4.0,3.0,13.0,2.0,1.0,0.171617310167358,2677.3573089865695,5203.877586480938,1185.7466642303586
4.0,42.0,0.0,4.0,21310.0,1.0,12.0,5.0,26.0,3.0,1.0,0.175567007933747,1566.2596623634445,3925.0844550794754,754.8239336691299
1.0,39.0,0.0,0.0,16076.0,0.0,2.0,5.0,18.0,1.0,0.0,0.175751110013646,1844.3581238707163,4474.612689686343,1240.1718419130677
6.0,46.0,0.0,1.0,25233.0,1.0,16.0,3.0,39.0,10.0,3.0,0.07287213620124,529.2213745965848,1562.0049056274959,522.8065700560202
1.0,31.0,0.0,1.0,23570.0,1.0,1.0,5.0,11.0,0.0,1.0,0.167405245597167,1456.2208988439108,3778.682525295936,1306.3846648792642
6.0,41.0,0.0,0.0,20667.0,0.0,9.0,2.0,38.0,1.0,1.0,0.145907861961737,1152.3394610455796,2849.1175660054473,644.642075309556
6.0,55.0,0.0,2.0,25677.0,0.0,2.0,6.0,11.0,0.0,0.0,0.202872550484198,1333.7075750736328,3911.93863205488,1045.8861834923928
4.0,42.0,0.0,2.0,27952.0,1.0,1.0,3.0,10.0,1.0,1.0,0.138537046793924,1268.4161397936261,3256.7441427133645,911.888359959742
22.0,115.0,5.0,3.0,16244.0,3.0,12.0,18.0,39.0,13.0,35.0,0.031719661210263,99.80626479066822,259.5721867559584,60.52889442627978
3.0,58.0,0.0,7.0,24825.0,0.0,2.0,5.0,17.0,0.0,0.0,0.169414933266944,1613.3716835508446,3951.928989811141,834.9614279819834
6.0,57.0,0.0,0.0,16145.0,2.0,11.0,7.0,42.0,3.0,4.0,0.057252848461845,434.4663295807916,1013.754769021847,271.02423416706523
1.0,27.0,0.0,1.0,30100.0,0.0,2.0,2.0,12.0,3.0,4.0,0.113622006555696,1970.142125218026,4952.220887479856,1195.5180623482113
4.0,83.0,0.0,5.0,29133.0,0.0,0.0,4.0,7.0,7.0,26.0,0.06777578039077,274.9408146121356,660.6996106240606,234.26079612360536
11.0,72.0,0.0,0.0,28241.0,0.0,5.0,10.0,24.0,6.0,5.0,0.085511914260898,270.81415868228396,815.8813859983729,301.76434824597357
7.0,52.0,0.0,3.0,21932.0,3.0,3.0,10.0,20.0,1.0,3.0,0.157193257620695,1204.6260122050667,4200.859438926032,1038.1685996094573
20.0,34.0,0.0,2.0,19611.0,0.0,8.0,10.0,11.0,3.0,2.0,0.109517905620921,663.0897162540857,2074.960742862785,528.431496953256
4.0,48.0,0.0,3.0,27909.0,0.0,1.0,7.0,9.0,2.0,3.0,0.105733564031397,727.6932422228326,2228.365357622279,509.0729548597498
1.0,36.0,0.0,0.0,19621.0,0.0,2.0,2.0,11.0,1.0,1.0,0.144679360744175,2115.2843683007286,5808.433295882692,683.5979970727964
5.0,27.0,0.0,2.0,28518.0,0.0,4.0,0.0,8.0,0.0,1.0,0.163523930959461,2617.5432324025937,6103.888048326049,1236.3714842412253
6.0,33.0,0.0,3.0,32171.0,0.0,0.0,2.0,8.0,7.0,4.0,0.120910550900672,805.1324830336914,1857.4547634900075,654.4644160332346
3.0,39.0,1.0,2.0,29368.0,0.0,5.0,7.0,8.0,1.0,1.0,0.16751063701534,1445.7232379995087,4030.0471608483713,1097.4013179633575
1.0,42.0,0.0,3.0,27855.0,0.0,2.0,6.0,12.0,1.0,0.0,0.139386508287004,1093.1502070495026,2772.228925077539,819.1338884824273
2.0,56.0,0.0,1.0,24659.0,0.0,3.0,1.0,24.0,1.0,0.0,0.184578688586707,2261.565252376286,6858.845437534637,1244.6553496684478
11.0,63.0,2.0,7.0,16736.0,2.0,11.0,6.0,30.0,7.0,2.0,0.151532060859434,1558.591879105494,8608.909336327075,889.2579432933187
4.0,61.0,2.0,1.0,21096.0,0.0,13.0,12.0,55.0,4.0,2.0,0.152415405836243,1280.942658991366,3591.7180724581694,919.7958300246372
3.0,68.0,0.0,2.0,25187.0,0.0,3.0,2.0,45.0,2.0,2.0,0.129926447673913,890.4289106442016,2817.686079853836,338.92451779024793
3.0,47.0,0.0,2.0,30191.0,0.0,1.0,9.0,12.0,2.0,0.0,0.180676072704649,1626.0875514132827,10906.437689074135,1241.0948601129414
62.0,114.0,3.0,12.0,19427.0,13.0,263.0,47.0,253.0,21.0,10.0,0.185311291795144,832.3393788401788,4463.061152056821,486.129249279501
1.0,27.0,1.0,0.0,4000.0,0.0,1.0,1.0,9.0,1.0,1.0,0.244245167809748,7627.083933095317,17499.12087291303,2230.5622823203284
12.0,38.0,0.0,1.0,13439.0,0.0,4.0,3.0,31.0,9.0,2.0,0.14071811460292,1470.6026691694753,4042.431280745201,562.6953874991185
3.0,52.0,0.0,7.0,21686.0,0.0,8.0,4.0,35.0,3.0,1.0,0.189888915998833,1445.5574389326534,4601.218776210472,485.0018422562715
11.0,41.0,1.0,2.0,20357.0,0.0,11.0,4.0,47.0,1.0,2.0,0.208036954847247,2577.597759842598,10148.917397802525,1381.4967111917404
3.0,27.0,0.0,2.0,11982.0,0.0,3.0,5.0,14.0,2.0,1.0,0.1058643884414,1430.7593794115105,3349.6601941516537,447.7435234393668
4.0,29.0,1.0,3.0,20020.0,0.0,22.0,6.0,44.0,0.0,0.0,0.165886609230752,2315.8716321840184,6607.045538877935,1221.1844110886316
3.0,25.0,0.0,4.0,22021.0,1.0,3.0,3.0,10.0,1.0,0.0,0.138965188284714,1159.3966425409185,2913.702349476011,1034.330532412598
7.0,40.0,0.0,1.0,15741.0,0.0,1.0,5.0,7.0,0.0,1.0,0.13320700664804,1441.045734564162,3417.90755057135,955.1504060506109
12.0,41.0,0.0,3.0,27790.0,1.0,6.0,10.0,40.0,0.0,1.0,0.144049680092056,938.0253923861143,3128.5905734289813,1172.5317404826428
3.0,20.0,0.0,2.0,27764.0,0.0,2.0,1.0,6.0,0.0,0.0,0.144305811898793,1068.4400114870184,3724.4002019851127,1340.9570994371486
13.0,41.0,0.0,0.0,22235.0,0.0,1.0,5.0,14.0,5.0,0.0,0.156976273720045,921.7696888442424,2484.313748281064,698.5491089246966
5.0,36.0,0.0,0.0,20323.0,0.0,0.0,5.0,10.0,1.0,0.0,0.166953009995186,956.5135578752567,2958.608737719417,1537.39223674687
6.0,44.0,0.0,1.0,27807.0,0.0,2.0,2.0,7.0,9.0,3.0,0.084528214622184,551.9323027789451,1559.4030977106531,523.947002919731
15.0,58.0,0.0,5.0,16828.0,0.0,4.0,8.0,9.0,2.0,0.0,0.160020602341616,1117.38992003064,3095.719614511118,1047.7820233729938
8.0,34.0,0.0,1.0,22446.0,0.0,16.0,2.0,24.0,0.0,0.0,0.205266785867083,2728.227342947829,6838.3611443887985,1381.9064584931396
4.0,36.0,0.0,2.0,21459.0,0.0,2.0,2.0,15.0,10.0,2.0,0.095311524702754,730.4897103089602,1696.8428694010643,735.0695831008659
10.0,54.0,3.0,5.0,15568.0,3.0,59.0,12.0,142.0,11.0,2.0,0.195387242811729,1339.2547068282756,6926.531360929397,1019.7132329183712
14.0,24.0,0.0,2.0,28712.0,0.0,15.0,8.0,44.0,5.0,1.0,0.103133263185679,1225.06311388652,4830.048265638543,491.4293293527587
4.0,29.0,0.0,2.0,26262.0,1.0,5.0,0.0,28.0,0.0,1.0,0.212335304604525,2659.4159586507476,9438.961567526421,1205.2525526890088
10.0,48.0,1.0,2.0,27514.0,0.0,1.0,4.0,10.0,0.0,0.0,0.212802201953874,1607.8452963432296,7491.368084443639,1310.0961673907796
1.0,37.0,1.0,0.0,27489.0,0.0,2.0,7.0,12.0,2.0,1.0,0.163108948225038,1496.0960792098406,4626.655505070894,825.8796275406924
1.0,61.0,0.0,0.0,24286.0,0.0,1.0,8.0,4.0,0.0,0.0,0.205541221854048,1466.3114012492395,7385.642262849652,1081.705132069111
3.0,38.0,1.0,2.0,27206.0,0.0,0.0,4.0,12.0,2.0,0.0,0.116647433189086,992.197322795477,2872.647486950714,1083.5424731480764
3.0,58.0,0.0,2.0,29593.0,0.0,0.0,6.0,15.0,0.0,0.0,0.129646323289056,726.3003192421852,2356.868585620336,812.8791652445649
2.0,30.0,0.0,3.0,27598.0,0.0,5.0,3.0,26.0,1.0,0.0,0.146847609679153,1906.3967367585205,4923.168168597137,953.1983683792603
4.0,54.0,0.0,5.0,19575.0,1.0,12.0,2.0,37.0,3.0,2.0,0.183158774986707,1472.089005333399,5793.040905880354,556.0048401439097
7.0,57.0,0.0,3.0,14887.0,0.0,31.0,9.0,148.0,8.0,2.0,0.073206189224744,362.27549749752023,941.5704457632447,175.51772313125682
3.0,51.0,1.0,2.0,21262.0,1.0,2.0,3.0,28.0,0.0,0.0,0.190059851728983,1282.1563417183004,3145.6293298936266,733.4368903897057
13.0,45.0,0.0,1.0,16518.0,0.0,11.0,4.0,41.0,5.0,0.0,0.162748454113986,1675.7145215666806,4055.0982269943693,870.5860600326895
11.0,32.0,0.0,2.0,18639.0,0.0,41.0,3.0,66.0,6.0,0.0,0.164621352453955,1784.3469812466453,5006.69349529157,995.2008961744189
5.0,55.0,0.0,3.0,23478.0,0.0,14.0,0.0,40.0,6.0,0.0,0.192419972464588,1152.1146480522373,3056.1696686427695,816.4846105244146
4.0,33.0,0.0,1.0,27643.0,0.0,4.0,2.0,48.0,1.0,1.0,0.18723718665902,1731.4002065575592,4012.3128212416987,1064.1351395467113
5.0,45.0,0.0,3.0,27297.0,0.0,12.0,8.0,21.0,3.0,0.0,0.121254398562503,1008.0636536908501,2742.7989595821596,906.0204004031259
2.0,34.0,0.0,3.0,31189.0,0.0,3.0,5.0,8.0,6.0,2.0,0.127950166147114,1257.6368717272157,3004.537173969719,791.3589715045927
6.0,31.0,0.0,1.0,28534.0,0.0,11.0,2.0,20.0,8.0,1.0,0.145732939498407,1796.370273831402,4335.24026084645,1273.4269274493718
40.0,52.0,7.0,7.0,21865.0,0.0,17.0,17.0,65.0,7.0,22.0,0.126421872011951,575.8193852765297,7069.782452561837,319.89965848696096
31.0,29.0,2.0,7.0,10007.0,1.0,8.0,10.0,37.0,2.0,8.0,0.155404796620986,1567.1164090630618,6257.804980408281,1199.3237824462208
11.0,31.0,1.0,3.0,9771.0,0.0,2.0,2.0,12.0,1.0,1.0,0.239254380048216,3260.77947793558,12926.282164975897,2241.122051610447
26.0,27.0,0.0,7.0,20774.0,3.0,16.0,8.0,25.0,8.0,5.0,0.147816684114548,1129.0629338163894,15633.179083611545,874.7135915830269
10.0,36.0,1.0,3.0,11736.0,0.0,11.0,7.0,67.0,12.0,7.0,0.254222716362043,1766.799826135352,11826.89711201811,1858.1860240389049
35.0,27.0,0.0,5.0,12382.0,0.0,10.0,1.0,40.0,2.0,2.0,0.191751802036941,1456.1031334299469,12232.578125436265,865.7910523096981
11.0,31.0,0.0,1.0,15377.0,0.0,6.0,2.0,21.0,1.0,0.0,0.223255970262342,1618.4037835200224,11041.258870213045,1096.7695061871225
19.0,20.0,0.0,3.0,11385.0,0.0,6.0,7.0,23.0,4.0,0.0,0.201377378865039,2221.0967286060513,8606.749823348448,839.8522005041631
1.0,15.0,0.0,1.0,6537.0,0.0,3.0,0.0,9.0,2.0,3.0,0.088791243338994,1872.1404863050668,11770.3882059774,1532.313005292596
5.0,42.0,0.0,0.0,13937.0,0.0,2.0,2.0,3.0,1.0,2.0,0.249706932075607,2509.0615737132216,11996.45064931634,1132.5625159122183
7.0,26.0,0.0,2.0,14996.0,0.0,18.0,2.0,46.0,2.0,0.0,0.215080690715455,3537.889138870988,17036.05175429318,1051.8048791238073
23.0,20.0,0.0,2.0,7290.0,0.0,6.0,4.0,23.0,1.0,3.0,0.169470112228998,3424.5656273769027,10004.793345569935,822.5284647741291
3.0,32.0,0.0,4.0,12965.0,0.0,1.0,2.0,6.0,1.0,4.0,0.177864721816356,2726.6916968525084,9533.751819491394,1037.8188255159664
45.0,33.0,1.0,2.0,16610.0,0.0,13.0,5.0,25.0,2.0,1.0,0.105901802264052,620.228766173996,3600.2116287681256,314.4415605254212
3.0,15.0,0.0,2.0,14540.0,0.0,1.0,0.0,4.0,0.0,1.0,0.146707331358662,2204.337893783215,8331.527105121426,1022.40672047182
6.0,30.0,0.0,3.0,15084.0,0.0,0.0,2.0,14.0,1.0,1.0,0.159625352012627,1511.4829196494832,10150.447518179417,832.9950312734929
17.0,21.0,1.0,0.0,17315.0,0.0,3.0,5.0,14.0,1.0,1.0,0.130758642913903,1759.7417302818515,9838.830911232208,689.383358254746
7.0,19.0,0.0,0.0,11631.0,0.0,3.0,2.0,8.0,1.0,0.0,0.166668782747422,3285.133953398695,14799.694375917354,1083.983594050748
31.0,38.0,0.0,4.0,7269.0,0.0,10.0,7.0,37.0,2.0,2.0,0.199162190657964,1486.2032434444848,6888.085881056357,1206.5118581468141
3.0,15.0,1.0,2.0,19006.0,0.0,0.0,0.0,6.0,2.0,0.0,0.160269429042953,2439.076336256753,7444.8941613567,893.6560681050913
9.0,23.0,0.0,2.0,15690.0,0.0,5.0,4.0,20.0,0.0,1.0,0.202587437279634,3086.0873394697637,11530.337914714568,1216.544574399675
6.0,20.0,0.0,8.0,10802.0,0.0,19.0,2.0,79.0,10.0,1.0,0.176189703615999,1582.0582294748274,11290.535779749314,959.6090900093216
11.0,35.0,1.0,4.0,4779.0,0.0,13.0,3.0,26.0,2.0,1.0,0.225517504176477,2233.4243821968066,9081.43377196756,938.5596625574129
16.0,22.0,0.0,2.0,18982.0,0.0,6.0,5.0,33.0,2.0,0.0,0.170319742006578,1786.7040845988722,10743.130970216296,855.174604594332
9.0,53.0,0.0,8.0,23724.0,0.0,25.0,11.0,90.0,5.0,5.0,0.198552240621818,1924.925029888667,10554.645107704151,848.9135665520245
20.0,27.0,0.0,2.0,6008.0,1.0,9.0,1.0,31.0,4.0,1.0,0.206723841220125,2891.8447502650724,11403.882478077105,1788.2432201285783
2.0,18.0,0.0,1.0,10188.0,0.0,0.0,5.0,2.0,0.0,2.0,0.261293208187298,1644.1775677000653,9235.153221172444,1046.2948158091324
7.0,47.0,0.0,1.0,4629.0,0.0,3.0,1.0,16.0,0.0,1.0,0.27053384192488,3851.083973778233,10950.701367614294,1737.7907273965268
7.0,16.0,0.0,2.0,6296.0,0.0,0.0,2.0,8.0,1.0,2.0,0.165490507532433,4618.616579316147,12109.402466498601,1104.6805030255023
42.0,36.0,1.0,6.0,4378.0,2.0,141.0,18.0,101.0,10.0,6.0,0.219782691906872,1407.9708924246822,7456.2193952918,679.3322593800024
8.0,22.0,0.0,0.0,4904.0,0.0,5.0,4.0,24.0,2.0,5.0,0.198656379354611,4197.829631576708,9509.698665379545,888.0024220643038
4.0,18.0,0.0,2.0,4341.0,0.0,1.0,1.0,18.0,0.0,0.0,0.164375818969002,3586.2473371603946,10126.879385410066,1169.7997266451764
4.0,13.0,0.0,1.0,9105.0,0.0,10.0,5.0,55.0,1.0,1.0,0.176116053292967,2250.2047001639053,15130.335676215218,1181.1029195430453
7.0,18.0,0.0,4.0,5442.0,0.0,13.0,9.0,46.0,2.0,2.0,0.154296084851877,1641.4793307858258,8251.911347645355,556.4336714528223
19.0,27.0,0.0,1.0,4060.0,0.0,7.0,5.0,25.0,1.0,0.0,0.201875588543224,3261.32851764153,10409.337380336437,1226.9561170738766
4.0,23.0,0.0,3.0,11901.0,0.0,11.0,1.0,34.0,1.0,2.0,0.189961468332957,1296.9575347000152,12381.62126460281,847.3455893373432
24.0,14.0,0.0,0.0,12938.0,0.0,2.0,2.0,31.0,2.0,1.0,0.19051509158643,2122.706220829342,20143.36482187002,960.8038683753863
21.0,13.0,0.0,2.0,6234.0,0.0,27.0,2.0,47.0,5.0,1.0,0.134315938917399,1303.4896639258757,10148.07207282405,1126.7453027155875
4.0,19.0,0.0,3.0,8059.0,0.0,2.0,1.0,6.0,2.0,0.0,0.244181498735509,2040.3420206460635,15525.361122617174,973.2665960553062
4.0,14.0,0.0,0.0,5352.0,0.0,4.0,5.0,16.0,0.0,1.0,0.155685548266832,3279.904189075659,12195.846272670567,1017.1854763589068
2.0,13.0,0.0,2.0,11169.0,0.0,7.0,0.0,34.0,1.0,0.0,0.215838493258747,2284.344153378649,16890.643222765284,1282.8336624885026
8.0,9.0,0.0,1.0,4517.0,1.0,4.0,1.0,24.0,0.0,3.0,0.174527806042811,4524.689165411955,16153.934125637417,2077.123388800225
5.0,20.0,0.0,1.0,4907.0,0.0,18.0,5.0,33.0,7.0,1.0,0.214051859773059,1564.744747059503,10477.53082631043,913.8109322827497
8.0,31.0,0.0,5.0,12428.0,0.0,15.0,3.0,36.0,0.0,0.0,0.221955895130277,3258.4301561209527,10799.154989896277,1091.1256944808695
2.0,12.0,0.0,0.0,4968.0,0.0,0.0,0.0,4.0,0.0,3.0,0.163735387860754,2960.652651668116,7743.879776925797,857.6821052186186
5.0,15.0,0.0,0.0,21253.0,0.0,9.0,3.0,41.0,4.0,1.0,0.143559062270377,2562.200515921052,6360.2098665414,802.305212056087
1.0,19.0,0.0,2.0,3955.0,0.0,3.0,0.0,3.0,0.0,0.0,0.177625600902205,3758.532274083862,7438.761792457643,1080.5780287991104
1.0,35.0,0.0,3.0,5079.0,0.0,5.0,5.0,45.0,2.0,1.0,0.14048742792339,1285.3691453281174,3811.7843620075205,466.8697125559599
7.0,32.0,0.0,4.0,13955.0,0.0,10.0,7.0,36.0,1.0,0.0,0.215741820572557,2525.351398050687,6400.229204583487,968.7194516332
2.0,27.0,0.0,4.0,8594.0,0.0,3.0,5.0,8.0,0.0,0.0,0.147997788399603,2760.2914280147384,5730.296989164067,827.5206334500037
5.0,27.0,0.0,1.0,6797.0,0.0,0.0,0.0,3.0,2.0,1.0,0.115301030823619,1756.8944333742206,3480.2443429608666,649.9251483842583
2.0,23.0,0.0,1.0,3295.0,0.0,2.0,1.0,6.0,0.0,5.0,0.179550462659048,2973.5178421883393,7734.309706543074,1028.0779773523514
3.0,23.0,0.0,5.0,17838.0,0.0,7.0,1.0,18.0,0.0,1.0,0.193855874230917,2576.5929126875976,11055.716345715462,783.9298347326918
6.0,32.0,0.0,3.0,17496.0,0.0,0.0,4.0,9.0,0.0,2.0,0.17315785545341,1926.1935244785566,5811.628011355645,1284.1290163190376
9.0,26.0,0.0,3.0,7919.0,0.0,8.0,2.0,36.0,1.0,0.0,0.191515113667429,2438.690248899152,6670.365527130776,1026.2100810970426
20.0,39.0,0.0,1.0,11024.0,1.0,23.0,12.0,47.0,11.0,8.0,0.058252769350812,634.7723164069295,2460.2705301093406,218.1590000955079
6.0,14.0,0.0,0.0,3565.0,0.0,2.0,0.0,14.0,2.0,2.0,0.19395852116083,5373.957419304349,12960.72083479284,1757.600191254834
44.0,43.0,0.0,5.0,15651.0,1.0,12.0,8.0,49.0,2.0,7.0,0.138418685206897,982.1506187144807,4615.844596800227,244.87937678403944
2.0,16.0,0.0,0.0,14746.0,0.0,6.0,3.0,11.0,0.0,1.0,0.186642774977915,3078.5996734902346,13771.149328104582,1281.9405580464067
3.0,18.0,1.0,1.0,23508.0,0.0,0.0,6.0,3.0,2.0,1.0,0.14157867149974,1799.8798275339866,5718.731751195242,942.3193556895386
11.0,39.0,0.0,0.0,7655.0,2.0,20.0,2.0,21.0,0.0,0.0,0.159725263058044,2316.2721378648193,5011.81690649113,586.9695476070692
1.0,26.0,0.0,0.0,15676.0,0.0,2.0,3.0,6.0,0.0,0.0,0.206595834773983,3580.511018420482,9441.651881182706,1128.639342762978
13.0,54.0,0.0,1.0,8157.0,0.0,26.0,7.0,86.0,8.0,3.0,0.202388219866713,2275.3287630717905,6849.886801432512,544.931678550807
1.0,22.0,0.0,1.0,7936.0,0.0,3.0,2.0,10.0,2.0,2.0,0.197710988864911,3350.259051887202,7540.062925287509,1750.3717505131717
3.0,31.0,0.0,1.0,14658.0,0.0,2.0,2.0,7.0,1.0,0.0,0.195538337724025,2407.7453620632004,7388.338625302507,1506.56066940526
4.0,19.0,0.0,1.0,14997.0,0.0,4.0,3.0,11.0,1.0,0.0,0.177418727880207,2574.4323056841727,7904.20297096546,1224.5948264876065
10.0,38.0,0.0,1.0,17595.0,0.0,0.0,2.0,8.0,1.0,1.0,0.168426589432335,2132.9683867258295,5372.920366562533,1367.9797248199413
2.0,22.0,0.0,3.0,7351.0,0.0,2.0,2.0,2.0,3.0,1.0,0.145481406866255,3389.6618866904764,7780.344086151053,1028.6346662258268
2.0,44.0,0.0,2.0,3600.0,0.0,7.0,5.0,11.0,1.0,1.0,0.235435641712995,4379.502437895126,7845.672743442891,1048.0860535133634
4.0,14.0,0.0,1.0,6905.0,0.0,3.0,2.0,17.0,0.0,1.0,0.183060505270355,2834.1551584527087,13144.062980144827,983.9331116137706
22.0,26.0,1.0,1.0,7326.0,0.0,17.0,6.0,44.0,4.0,5.0,0.193345642329144,3101.3453130852295,9876.128763999566,722.6435680975292
23.0,28.0,0.0,3.0,10501.0,0.0,13.0,9.0,51.0,3.0,0.0,0.194653891046866,1689.5385317561013,14274.434518298343,989.1742685922474
5.0,11.0,0.0,1.0,11741.0,0.0,5.0,2.0,19.0,2.0,1.0,0.185881205223932,4413.855933606931,14480.988664698958,1365.8923806004257
5.0,15.0,0.0,3.0,5334.0,0.0,5.0,0.0,15.0,1.0,3.0,0.131304161434361,2669.63065540449,8760.900601538679,896.1436237625401
15.0,24.0,0.0,0.0,6561.0,0.0,3.0,3.0,11.0,2.0,2.0,0.250716726637091,9230.989446527657,22713.09245395621,3265.93486266037
4.0,13.0,0.0,2.0,7822.0,0.0,2.0,0.0,8.0,3.0,0.0,0.218357852388969,2403.296676762548,14457.72685020838,1985.8819907985264
7.0,21.0,1.0,0.0,14572.0,0.0,3.0,0.0,12.0,1.0,0.0,0.17054303650907,1813.2432172452013,8694.597334988473,852.1602399067554
5.0,25.0,0.0,3.0,10488.0,0.0,10.0,4.0,24.0,1.0,0.0,0.190005461104463,1130.9673250618262,14861.186497001434,855.1216360223564
4.0,16.0,0.0,3.0,7024.0,0.0,3.0,1.0,9.0,1.0,3.0,0.175946906003435,2990.479475288246,11375.94557153569,2323.683376068569
1.0,15.0,0.0,2.0,11756.0,0.0,2.0,0.0,8.0,0.0,0.0,0.224128152101701,3065.059437678059,13570.30347810689,2014.535033635176
28.0,26.0,0.0,6.0,9835.0,0.0,12.0,8.0,35.0,19.0,14.0,0.097541825237043,1069.7927294017609,4640.225963780138,381.1136598493773
48.0,20.0,0.0,0.0,17071.0,0.0,10.0,6.0,36.0,3.0,6.0,0.226383921037962,1754.2826766892636,16736.804996521892,663.7826344229646
11.0,23.0,0.0,5.0,8915.0,0.0,8.0,2.0,31.0,0.0,2.0,0.187001090786123,2454.4824327816445,10169.796093868003,935.4495985076898
25.0,30.0,1.0,8.0,10233.0,0.0,11.0,13.0,67.0,11.0,3.0,0.191385043274035,994.6430759888926,8703.12691490281,1148.5759329871737
2.0,12.0,0.0,1.0,10988.0,0.0,7.0,3.0,15.0,3.0,2.0,0.166544144261381,2528.7867951144,16186.678760997971,1734.7233087258203
11.0,19.0,0.0,1.0,9487.0,0.0,2.0,5.0,16.0,2.0,4.0,0.154109523005928,3799.2449731997726,12393.170283756464,1833.26012898941
12.0,35.0,0.0,1.0,16537.0,0.0,8.0,5.0,46.0,2.0,1.0,0.229329223165452,2005.9869616432256,12416.504276416172,1252.7507507495243
