SWI,WORK,ATTRACT,EDU,FOOD,SHOP,TRANSPORT,ACCOMM,PARK,ENTERTAIN,WORKs,ATTRACTs,EDUs,FOODs,SHOPs,TRANSPORTs,ENTERTAINs,ACCOMMs,PARKs
9.0,24.0,1.0,3.0,6.0,8.0,9.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
2.0,38.0,1.0,3.0,10.0,7.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,14.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,15.0,3.0,5.0,7.0,9.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
13.0,40.0,0.0,1.0,14.0,32.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
15.0,55.0,14.0,3.0,14.0,31.0,3.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
5.0,60.0,3.0,5.0,20.0,9.0,9.0,9.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0
10.0,88.0,1.0,3.0,29.0,18.0,11.0,15.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0
8.0,9.0,4.0,0.0,7.0,3.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
16.0,30.0,6.0,1.0,13.0,12.0,3.0,13.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0
5.0,30.0,4.0,1.0,10.0,16.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
9.0,36.0,14.0,5.0,6.0,26.0,2.0,5.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0
44.0,30.0,18.0,6.0,4.0,1.0,11.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
89.0,78.0,49.0,2.0,24.0,34.0,26.0,2.0,15.0,7.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0
50.0,72.0,15.0,9.0,16.0,9.0,3.0,4.0,0.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0
43.0,67.0,12.0,3.0,33.0,38.0,16.0,5.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
17.0,16.0,7.0,5.0,0.0,3.0,4.0,1.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
18.0,9.0,1.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,44.0,6.0,2.0,19.0,13.0,3.0,13.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0
3.0,56.0,5.0,1.0,23.0,23.0,9.0,10.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
4.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,17.0,2.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
9.0,10.0,5.0,1.0,1.0,2.0,2.0,24.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0
9.0,92.0,1.0,4.0,51.0,50.0,5.0,10.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
10.0,6.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
17.0,30.0,1.0,5.0,5.0,9.0,5.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
16.0,20.0,9.0,2.0,5.0,11.0,7.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
8.0,21.0,1.0,1.0,9.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,8.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,10.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
1.0,8.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
12.0,16.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,14.0,1.0,1.0,6.0,11.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
11.0,11.0,2.0,6.0,4.0,9.0,2.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
11.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,115.0,7.0,2.0,31.0,25.0,5.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
25.0,196.0,29.0,9.0,9.0,19.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0
55.0,576.0,33.0,10.0,151.0,326.0,11.0,11.0,2.0,16.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0
7.0,127.0,8.0,6.0,26.0,16.0,6.0,5.0,4.0,9.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0
33.0,31.0,18.0,3.0,8.0,19.0,6.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0
12.0,74.0,3.0,4.0,25.0,83.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0
1.0,10.0,0.0,2.0,1.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,14.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,11.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
3.0,16.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,9.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,24.0,2.0,3.0,4.0,10.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,44.0,1.0,3.0,13.0,51.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
17.0,19.0,7.0,4.0,2.0,9.0,5.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
21.0,17.0,1.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
57.0,38.0,36.0,5.0,23.0,13.0,17.0,0.0,4.0,13.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0
12.0,6.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28.0,7.0,17.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
47.0,412.0,47.0,14.0,113.0,74.0,23.0,9.0,0.0,15.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0
11.0,36.0,2.0,4.0,20.0,6.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
84.0,106.0,67.0,6.0,34.0,18.0,34.0,2.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0
71.0,437.0,98.0,19.0,322.0,186.0,23.0,14.0,6.0,84.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0
103.0,445.0,71.0,38.0,178.0,192.0,24.0,7.0,1.0,48.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0
203.0,717.0,155.0,22.0,168.0,250.0,61.0,16.0,4.0,71.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0
12.0,7.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,7.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
9.0,11.0,1.0,0.0,5.0,8.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7.0,13.0,1.0,2.0,0.0,7.0,9.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
2.0,19.0,1.0,1.0,3.0,6.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
9.0,20.0,2.0,1.0,8.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
15.0,67.0,2.0,3.0,15.0,35.0,0.0,3.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0
30.0,36.0,9.0,7.0,11.0,13.0,12.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0
1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,49.0,4.0,2.0,9.0,8.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
9.0,60.0,6.0,5.0,15.0,19.0,5.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
23.0,109.0,3.0,3.0,43.0,52.0,6.0,25.0,0.0,13.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0
32.0,236.0,14.0,7.0,79.0,73.0,48.0,14.0,3.0,12.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0
3.0,26.0,5.0,4.0,3.0,4.0,0.0,11.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0
4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,26.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
33.0,31.0,1.0,1.0,11.0,7.0,6.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,14.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
8.0,9.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
10.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
40.0,700.0,83.0,9.0,142.0,295.0,11.0,20.0,6.0,44.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0
56.0,225.0,29.0,5.0,41.0,90.0,13.0,7.0,2.0,14.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
79.0,540.0,41.0,21.0,273.0,163.0,9.0,10.0,2.0,77.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0
41.0,737.0,54.0,34.0,113.0,220.0,11.0,5.0,3.0,41.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0
14.0,28.0,3.0,8.0,4.0,17.0,3.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0
7.0,3.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
4.0,17.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,7.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,12.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,39.0,1.0,7.0,4.0,19.0,12.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0
21.0,9.0,1.0,1.0,3.0,4.0,8.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
5.0,55.0,1.0,1.0,12.0,22.0,7.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
14.0,40.0,2.0,3.0,6.0,11.0,7.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
11.0,133.0,5.0,6.0,26.0,37.0,12.0,0.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
15.0,68.0,0.0,1.0,0.0,26.0,13.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0
5.0,15.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
5.0,34.0,4.0,6.0,8.0,17.0,4.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
10.0,23.0,1.0,6.0,5.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
29.0,118.0,14.0,9.0,95.0,57.0,31.0,2.0,3.0,16.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0
20.0,89.0,4.0,5.0,22.0,10.0,6.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0
17.0,41.0,2.0,1.0,8.0,5.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
6.0,15.0,1.0,4.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,33.0,1.0,1.0,12.0,8.0,4.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
7.0,46.0,2.0,0.0,17.0,5.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
7.0,176.0,3.0,5.0,26.0,23.0,2.0,1.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0
20.0,21.0,0.0,2.0,6.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
32.0,67.0,4.0,3.0,31.0,46.0,11.0,1.0,1.0,12.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
25.0,48.0,9.0,6.0,12.0,23.0,6.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
319.0,3218.0,207.0,77.0,807.0,412.0,140.0,24.0,3.0,118.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0
92.0,976.0,65.0,36.0,205.0,156.0,31.0,5.0,4.0,26.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0
8.0,165.0,3.0,11.0,35.0,181.0,8.0,2.0,4.0,13.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
4.0,36.0,3.0,2.0,8.0,29.0,4.0,0.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0
10.0,31.0,0.0,1.0,6.0,16.0,7.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
39.0,85.0,3.0,1.0,3.0,28.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
14.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,33.0,0.0,6.0,7.0,9.0,0.0,2.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
20.0,164.0,1.0,14.0,21.0,11.0,3.0,3.0,1.0,8.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0
10.0,9.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
46.0,22.0,2.0,0.0,11.0,11.0,4.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0
3.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,329.0,4.0,15.0,85.0,134.0,14.0,1.0,0.0,10.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
12.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,10.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,46.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,12.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
8.0,14.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
35.0,28.0,4.0,2.0,1.0,5.0,6.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
2.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,41.0,1.0,3.0,10.0,6.0,9.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0
1.0,19.0,1.0,0.0,10.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,8.0,5.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
9.0,11.0,2.0,3.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0
1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,17.0,4.0,2.0,2.0,11.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
12.0,14.0,3.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,27.0,1.0,1.0,1.0,7.0,6.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
3.0,17.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,83.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,21.0,0.0,2.0,5.0,7.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
6.0,37.0,1.0,0.0,12.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
3.0,55.0,2.0,5.0,2.0,3.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0
5.0,83.0,2.0,3.0,26.0,94.0,9.0,1.0,2.0,15.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
36.0,58.0,0.0,4.0,14.0,14.0,11.0,0.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
4.0,35.0,0.0,0.0,15.0,19.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
7.0,75.0,3.0,7.0,8.0,9.0,5.0,0.0,0.0,8.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0
31.0,9.0,3.0,0.0,1.0,8.0,5.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0
14.0,34.0,2.0,1.0,1.0,8.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
22.0,36.0,0.0,4.0,11.0,15.0,7.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
4.0,94.0,1.0,5.0,10.0,37.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
17.0,21.0,2.0,0.0,6.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,19.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
2.0,12.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
12.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,21.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
6.0,61.0,0.0,3.0,2.0,16.0,6.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
2.0,31.0,1.0,6.0,4.0,13.0,3.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
17.0,70.0,5.0,5.0,9.0,26.0,4.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0
14.0,26.0,0.0,1.0,8.0,2.0,9.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
5.0,13.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
43.0,91.0,5.0,4.0,29.0,84.0,16.0,0.0,3.0,11.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0
22.0,16.0,1.0,2.0,6.0,9.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
14.0,65.0,2.0,4.0,44.0,63.0,12.0,6.0,3.0,12.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0
15.0,44.0,0.0,1.0,23.0,29.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
8.0,9.0,3.0,7.0,0.0,3.0,6.0,0.0,0.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
6.0,66.0,0.0,1.0,23.0,18.0,4.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
15.0,5.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,8.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,30.0,2.0,3.0,17.0,21.0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
9.0,12.0,4.0,3.0,12.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0
15.0,20.0,1.0,6.0,4.0,6.0,5.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
9.0,159.0,0.0,1.0,20.0,24.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
16.0,188.0,4.0,12.0,44.0,19.0,4.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0
18.0,50.0,1.0,1.0,25.0,22.0,5.0,0.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0
2.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,7.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,81.0,1.0,4.0,12.0,13.0,6.0,0.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
3.0,8.0,5.0,0.0,2.0,10.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,7.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
13.0,43.0,3.0,3.0,8.0,11.0,8.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
