SWI,WORK,ATTRACT,EDU,FOOD,SHOP,TRANSPORT,ACCOMM,PARK,ENTERTAIN,WORKs,ATTRACTs,EDUs,FOODs,SHOPs,TRANSPORTs,ENTERTAINs,ACCOMMs,PARKs
2.0,9.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,13.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,62.0,0.0,4.0,14.0,19.0,12.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
5.0,32.0,1.0,3.0,10.0,15.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
12.0,37.0,3.0,0.0,2.0,3.0,6.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
2.0,26.0,1.0,3.0,8.0,14.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
14.0,6.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,18.0,2.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,8.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,17.0,1.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
23.0,16.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
2.0,8.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,12.0,2.0,1.0,1.0,13.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
17.0,19.0,3.0,0.0,7.0,9.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
7.0,8.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21.0,42.0,0.0,6.0,12.0,22.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
46.0,104.0,1.0,3.0,5.0,37.0,8.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0
16.0,11.0,2.0,2.0,1.0,2.0,8.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
12.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,69.0,2.0,6.0,1.0,10.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,12.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,19.0,0.0,4.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,11.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0
6.0,69.0,3.0,6.0,36.0,36.0,3.0,0.0,1.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0
5.0,16.0,0.0,5.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
6.0,6.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,12.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
32.0,9.0,2.0,5.0,1.0,3.0,9.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0
18.0,12.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,4.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
3.0,28.0,0.0,1.0,3.0,9.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
10.0,31.0,2.0,5.0,4.0,14.0,13.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0
3.0,17.0,1.0,4.0,3.0,12.0,7.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
4.0,8.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
13.0,5.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
2.0,26.0,0.0,4.0,2.0,11.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,12.0,2.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,20.0,6.0,2.0,7.0,11.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
3.0,9.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
12.0,14.0,0.0,9.0,0.0,4.0,3.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
10.0,3.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,28.0,0.0,3.0,5.0,9.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
1.0,12.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
4.0,43.0,2.0,1.0,2.0,5.0,7.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,21.0,2.0,4.0,6.0,9.0,5.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
13.0,16.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0
1.0,13.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,15.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,37.0,1.0,1.0,15.0,17.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
2.0,4.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
4.0,13.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,24.0,0.0,1.0,5.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
3.0,14.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
5.0,78.0,2.0,6.0,11.0,36.0,5.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0
2.0,18.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
10.0,11.0,10.0,2.0,0.0,2.0,9.0,0.0,0.0,15.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0
9.0,14.0,4.0,1.0,1.0,4.0,10.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0
21.0,70.0,11.0,7.0,41.0,49.0,15.0,0.0,1.0,9.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0
23.0,31.0,1.0,1.0,7.0,11.0,8.0,1.0,0.0,19.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0
8.0,7.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
16.0,16.0,0.0,4.0,4.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,6.0,6.0,1.0,1.0,2.0,8.0,0.0,0.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,6.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
6.0,8.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
15.0,5.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,31.0,1.0,1.0,10.0,15.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
11.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,8.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,13.0,2.0,2.0,4.0,7.0,1.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
3.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
11.0,29.0,7.0,3.0,18.0,11.0,5.0,0.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
17.0,87.0,37.0,14.0,43.0,81.0,9.0,4.0,2.0,9.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0
18.0,12.0,27.0,3.0,12.0,3.0,5.0,0.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
18.0,51.0,0.0,3.0,21.0,8.0,8.0,2.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0
3.0,11.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,11.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0
12.0,10.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
3.0,6.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
20.0,24.0,2.0,1.0,8.0,15.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,12.0,0.0,4.0,5.0,4.0,13.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0
1.0,21.0,2.0,3.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
10.0,4.0,2.0,3.0,0.0,0.0,10.0,0.0,0.0,21.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0
15.0,6.0,0.0,4.0,1.0,2.0,5.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
20.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
14.0,11.0,1.0,2.0,0.0,3.0,11.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
14.0,30.0,1.0,8.0,14.0,13.0,8.0,0.0,0.0,7.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0
23.0,56.0,1.0,1.0,38.0,25.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
23.0,23.0,1.0,2.0,12.0,6.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
12.0,58.0,1.0,1.0,13.0,50.0,14.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
64.0,91.0,18.0,5.0,51.0,45.0,24.0,2.0,7.0,9.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0
1.0,26.0,4.0,3.0,5.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
10.0,8.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,12.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
13.0,65.0,1.0,5.0,20.0,28.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
3.0,4.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,35.0,3.0,2.0,6.0,29.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
15.0,27.0,2.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,15.0,0.0,6.0,8.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,7.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
13.0,8.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
13.0,10.0,4.0,1.0,2.0,0.0,7.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
10.0,13.0,1.0,5.0,2.0,5.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,4.0,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,8.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0
4.0,25.0,2.0,2.0,0.0,2.0,8.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
5.0,7.0,1.0,3.0,6.0,13.0,13.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,4.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,3.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0
4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
8.0,50.0,0.0,2.0,26.0,11.0,8.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0
6.0,1.0,1.0,6.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,21.0,1.0,3.0,4.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,6.0,10.0,2.0,0.0,2.0,12.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
9.0,26.0,2.0,2.0,12.0,15.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
16.0,19.0,4.0,3.0,0.0,2.0,18.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0
1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,18.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
14.0,156.0,7.0,5.0,6.0,46.0,10.0,0.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0
3.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,36.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
5.0,7.0,6.0,2.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
3.0,3.0,3.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
22.0,1.0,2.0,4.0,0.0,1.0,7.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
17.0,7.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
36.0,45.0,0.0,4.0,13.0,17.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
6.0,5.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,13.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,21.0,3.0,2.0,4.0,12.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
8.0,52.0,1.0,10.0,17.0,41.0,6.0,0.0,0.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
5.0,9.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,7.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,33.0,5.0,3.0,1.0,7.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,19.0,3.0,3.0,15.0,10.0,6.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
41.0,50.0,5.0,8.0,21.0,28.0,5.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0
8.0,20.0,4.0,1.0,18.0,19.0,6.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
23.0,53.0,6.0,1.0,19.0,32.0,8.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
5.0,12.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,8.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,26.0,3.0,3.0,11.0,11.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,25.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
9.0,25.0,5.0,3.0,16.0,19.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0
1.0,18.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
10.0,13.0,3.0,0.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
7.0,38.0,4.0,4.0,12.0,14.0,5.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
1.0,6.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
16.0,38.0,5.0,10.0,23.0,13.0,6.0,0.0,0.0,7.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0
13.0,57.0,2.0,3.0,12.0,90.0,4.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0
2.0,9.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,38.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
14.0,12.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
12.0,53.0,5.0,6.0,3.0,6.0,4.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
4.0,11.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
29.0,74.0,3.0,7.0,16.0,8.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0
11.0,27.0,4.0,2.0,13.0,13.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
12.0,51.0,1.0,5.0,10.0,18.0,7.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
9.0,18.0,0.0,1.0,9.0,9.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,18.0,5.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
31.0,63.0,5.0,3.0,27.0,46.0,10.0,1.0,1.0,7.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
15.0,18.0,1.0,2.0,4.0,14.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
16.0,25.0,4.0,3.0,15.0,8.0,4.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
9.0,30.0,1.0,2.0,6.0,9.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,12.0,4.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,10.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
7.0,6.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
11.0,18.0,2.0,5.0,7.0,3.0,8.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
5.0,8.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
7.0,36.0,1.0,3.0,7.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
10.0,27.0,9.0,4.0,9.0,11.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
