code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb
E01002241,Harrow 025D,Harrow,0.0,2.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
E01002242,Harrow 024D,Harrow,1.0,1.0,2.0,0.0,3.0,7.0,13.0,0.0,0.0,3.0,3.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
E01002243,Havering 013A,Havering,2.0,4.0,5.0,1.0,15.0,6.0,54.0,2.0,1.0,9.0,9.0,54.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
E01002244,Havering 011A,Havering,0.0,3.0,0.0,0.0,1.0,2.0,24.0,1.0,2.0,14.0,14.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002245,Havering 011B,Havering,0.0,3.0,4.0,0.0,8.0,4.0,25.0,0.0,0.0,9.0,9.0,25.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002246,Havering 017A,Havering,0.0,2.0,5.0,0.0,9.0,3.0,19.0,2.0,1.0,0.0,0.0,19.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002247,Havering 017B,Havering,0.0,0.0,5.0,0.0,14.0,3.0,33.0,3.0,0.0,1.0,1.0,33.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002248,Havering 017C,Havering,0.0,2.0,8.0,0.0,19.0,13.0,70.0,3.0,2.0,7.0,5.0,70.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
E01002249,Havering 017D,Havering,0.0,2.0,3.0,3.0,4.0,11.0,35.0,1.0,1.0,18.0,16.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
E01002250,Havering 017E,Havering,0.0,6.0,0.0,0.0,4.0,6.0,45.0,3.0,2.0,2.0,2.0,45.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
E01002251,Havering 017F,Havering,0.0,1.0,0.0,0.0,1.0,5.0,10.0,4.0,1.0,7.0,5.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002252,Havering 018A,Havering,0.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,4.0,23.0,15.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
E01002253,Havering 019A,Havering,0.0,0.0,0.0,1.0,2.0,8.0,10.0,4.0,0.0,2.0,2.0,10.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0
E01002254,Havering 019B,Havering,0.0,4.0,7.0,1.0,13.0,7.0,33.0,4.0,2.0,0.0,0.0,33.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01002257,Havering 019C,Havering,0.0,1.0,0.0,0.0,2.0,9.0,12.0,2.0,0.0,2.0,2.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01002258,Havering 018C,Havering,0.0,0.0,4.0,0.0,9.0,7.0,16.0,0.0,0.0,3.0,3.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002259,Havering 018D,Havering,0.0,4.0,0.0,1.0,4.0,1.0,23.0,5.0,4.0,12.0,10.0,23.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
E01002260,Havering 026A,Havering,0.0,0.0,0.0,2.0,0.0,3.0,7.0,6.0,4.0,5.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01002261,Havering 026B,Havering,0.0,5.0,10.0,1.0,25.0,6.0,38.0,3.0,1.0,0.0,0.0,38.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
E01002263,Havering 026D,Havering,0.0,3.0,2.0,0.0,1.0,7.0,5.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
E01002264,Havering 026E,Havering,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002265,Havering 025A,Havering,0.0,1.0,1.0,1.0,5.0,4.0,14.0,3.0,4.0,2.0,2.0,14.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01002266,Havering 027A,Havering,0.0,4.0,4.0,2.0,4.0,2.0,10.0,3.0,1.0,4.0,4.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
E01002267,Havering 027B,Havering,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002268,Havering 010A,Havering,0.0,6.0,0.0,0.0,2.0,4.0,6.0,2.0,1.0,61.0,17.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002269,Havering 010B,Havering,0.0,1.0,2.0,0.0,6.0,3.0,25.0,2.0,4.0,0.0,0.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01002270,Havering 015A,Havering,0.0,4.0,0.0,0.0,2.0,5.0,11.0,0.0,4.0,1.0,1.0,11.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
E01002272,Havering 014A,Havering,0.0,1.0,5.0,0.0,3.0,6.0,17.0,1.0,0.0,3.0,3.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002273,Havering 015C,Havering,0.0,2.0,2.0,0.0,2.0,7.0,20.0,3.0,5.0,2.0,2.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01002274,Havering 014B,Havering,0.0,1.0,1.0,0.0,14.0,5.0,33.0,1.0,1.0,0.0,0.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002276,Havering 001A,Havering,0.0,2.0,5.0,1.0,8.0,10.0,23.0,4.0,55.0,12.0,6.0,23.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0
E01002277,Havering 002A,Havering,0.0,2.0,0.0,0.0,1.0,8.0,11.0,2.0,17.0,18.0,12.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0
E01002278,Havering 001B,Havering,0.0,2.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,3.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002279,Havering 002B,Havering,0.0,2.0,0.0,0.0,0.0,9.0,5.0,3.0,8.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01002280,Havering 004A,Havering,0.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002281,Havering 002C,Havering,0.0,2.0,6.0,0.0,9.0,9.0,16.0,5.0,2.0,7.0,3.0,16.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01002282,Havering 004B,Havering,0.0,3.0,6.0,0.0,31.0,8.0,38.0,3.0,0.0,14.0,12.0,38.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
E01002283,Havering 002D,Havering,0.0,0.0,1.0,0.0,0.0,7.0,17.0,1.0,1.0,17.0,9.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002284,Havering 004C,Havering,0.0,3.0,0.0,0.0,3.0,4.0,6.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002285,Havering 025B,Havering,0.0,6.0,2.0,0.0,3.0,5.0,13.0,1.0,1.0,1.0,1.0,13.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002289,Havering 022B,Havering,0.0,1.0,6.0,0.0,5.0,0.0,14.0,0.0,0.0,3.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002291,Havering 023B,Havering,1.0,0.0,8.0,1.0,17.0,4.0,38.0,2.0,0.0,2.0,2.0,38.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
E01002292,Havering 022C,Havering,0.0,2.0,1.0,1.0,1.0,5.0,11.0,2.0,1.0,4.0,2.0,11.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01002293,Havering 007A,Havering,0.0,2.0,12.0,1.0,44.0,9.0,127.0,2.0,2.0,28.0,20.0,127.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0
E01002294,Havering 007B,Havering,0.0,5.0,1.0,0.0,1.0,11.0,21.0,4.0,2.0,3.0,3.0,21.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01002296,Havering 007C,Havering,0.0,1.0,5.0,4.0,15.0,6.0,44.0,2.0,35.0,22.0,18.0,44.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
E01002298,Havering 007D,Havering,0.0,4.0,0.0,0.0,12.0,5.0,68.0,1.0,1.0,1.0,1.0,68.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
E01002300,Havering 007E,Havering,0.0,1.0,0.0,0.0,3.0,5.0,17.0,0.0,0.0,6.0,6.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002301,Havering 003A,Havering,0.0,1.0,0.0,0.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002302,Havering 005A,Havering,0.0,6.0,5.0,0.0,4.0,4.0,21.0,0.0,0.0,1.0,1.0,21.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002303,Havering 003B,Havering,0.0,1.0,2.0,0.0,4.0,7.0,15.0,1.0,1.0,5.0,3.0,15.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002304,Havering 003C,Havering,0.0,6.0,5.0,3.0,6.0,17.0,30.0,8.0,58.0,6.0,2.0,30.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0
E01002306,Havering 003D,Havering,0.0,0.0,0.0,0.0,2.0,2.0,11.0,0.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002307,Havering 003E,Havering,0.0,1.0,0.0,0.0,2.0,5.0,18.0,0.0,1.0,0.0,0.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002308,Havering 005C,Havering,0.0,3.0,0.0,0.0,1.0,4.0,13.0,0.0,2.0,0.0,0.0,13.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002310,Havering 006B,Havering,0.0,1.0,5.0,0.0,15.0,8.0,24.0,1.0,1.0,8.0,8.0,24.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01002311,Havering 006C,Havering,0.0,2.0,0.0,0.0,6.0,4.0,8.0,5.0,10.0,15.0,5.0,8.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01002313,Havering 001D,Havering,0.0,0.0,0.0,0.0,1.0,5.0,10.0,2.0,2.0,5.0,3.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002315,Havering 006D,Havering,0.0,4.0,1.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01002316,Havering 004F,Havering,0.0,0.0,4.0,0.0,12.0,1.0,41.0,0.0,0.0,5.0,3.0,41.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
E01002317,Havering 014C,Havering,0.0,0.0,0.0,0.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002318,Havering 014D,Havering,0.0,3.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002319,Havering 016A,Havering,0.0,1.0,9.0,0.0,19.0,6.0,34.0,1.0,1.0,1.0,1.0,34.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002320,Havering 021A,Havering,0.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002321,Havering 021B,Havering,0.0,6.0,10.0,1.0,27.0,4.0,46.0,7.0,5.0,4.0,4.0,46.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
E01002322,Havering 021C,Havering,0.0,3.0,0.0,0.0,4.0,4.0,15.0,1.0,2.0,3.0,1.0,15.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002325,Havering 011C,Havering,0.0,4.0,2.0,0.0,6.0,11.0,14.0,2.0,3.0,6.0,4.0,14.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01002326,Havering 005D,Havering,0.0,4.0,16.0,0.0,27.0,6.0,55.0,8.0,2.0,6.0,4.0,55.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0
E01002327,Havering 009A,Havering,0.0,0.0,1.0,0.0,2.0,2.0,11.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
E01002328,Havering 009B,Havering,0.0,0.0,1.0,0.0,4.0,2.0,27.0,2.0,0.0,1.0,1.0,27.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
E01002329,Havering 011D,Havering,0.0,0.0,5.0,1.0,6.0,9.0,22.0,4.0,1.0,7.0,3.0,22.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0
E01002330,Havering 011E,Havering,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,6.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002331,Havering 005E,Havering,0.0,1.0,0.0,0.0,3.0,2.0,15.0,1.0,0.0,1.0,1.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002332,Havering 009C,Havering,0.0,1.0,1.0,1.0,1.0,3.0,10.0,0.0,0.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01002333,Havering 008A,Havering,0.0,3.0,1.0,0.0,3.0,2.0,14.0,1.0,1.0,2.0,2.0,14.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002334,Havering 008B,Havering,0.0,0.0,0.0,0.0,2.0,2.0,12.0,2.0,6.0,5.0,5.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
E01002336,Havering 008C,Havering,0.0,1.0,1.0,0.0,3.0,4.0,18.0,0.0,0.0,1.0,1.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002337,Havering 012A,Havering,1.0,2.0,4.0,0.0,5.0,5.0,22.0,13.0,22.0,12.0,8.0,22.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0
E01002338,Havering 009E,Havering,1.0,3.0,2.0,0.0,6.0,6.0,16.0,1.0,0.0,2.0,2.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
E01002340,Havering 009F,Havering,0.0,2.0,0.0,0.0,2.0,3.0,10.0,0.0,2.0,8.0,8.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002342,Havering 030A,Havering,0.0,1.0,5.0,0.0,5.0,4.0,17.0,2.0,0.0,4.0,4.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002343,Havering 029A,Havering,0.0,1.0,2.0,0.0,2.0,3.0,16.0,1.0,0.0,4.0,4.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002344,Havering 029B,Havering,1.0,1.0,3.0,3.0,26.0,9.0,213.0,9.0,19.0,42.0,28.0,213.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
E01002345,Havering 030B,Havering,0.0,9.0,20.0,3.0,21.0,11.0,61.0,8.0,3.0,2.0,2.0,61.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0
E01002348,Havering 029C,Havering,1.0,2.0,0.0,2.0,4.0,4.0,16.0,0.0,10.0,21.0,13.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
E01002350,Havering 016B,Havering,0.0,5.0,8.0,0.0,22.0,9.0,89.0,2.0,0.0,4.0,4.0,89.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0
E01002351,Havering 016C,Havering,0.0,1.0,9.0,0.0,16.0,1.0,39.0,2.0,0.0,2.0,2.0,39.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
E01002352,Havering 016D,Havering,0.0,5.0,0.0,0.0,3.0,5.0,19.0,3.0,2.0,6.0,4.0,19.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002353,Havering 013B,Havering,1.0,6.0,20.0,4.0,19.0,8.0,61.0,10.0,3.0,3.0,3.0,61.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0
E01002354,Havering 012B,Havering,2.0,3.0,2.0,1.0,3.0,3.0,12.0,3.0,3.0,18.0,10.0,12.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
E01002355,Havering 014E,Havering,0.0,1.0,1.0,0.0,4.0,0.0,13.0,0.0,0.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002356,Havering 013C,Havering,0.0,4.0,61.0,4.0,66.0,18.0,179.0,15.0,2.0,15.0,11.0,179.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0
E01002358,Havering 016E,Havering,0.0,3.0,5.0,0.0,9.0,1.0,44.0,2.0,0.0,16.0,10.0,44.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
E01002360,Havering 020B,Havering,0.0,4.0,5.0,0.0,7.0,7.0,16.0,0.0,1.0,0.0,0.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002361,Havering 020C,Havering,0.0,5.0,60.0,6.0,52.0,10.0,115.0,14.0,2.0,15.0,9.0,115.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0
E01002362,Havering 022D,Havering,0.0,4.0,7.0,0.0,5.0,8.0,19.0,0.0,2.0,5.0,5.0,19.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01002363,Havering 020D,Havering,0.0,1.0,1.0,0.0,4.0,3.0,28.0,0.0,0.0,4.0,2.0,28.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002365,Havering 023D,Havering,0.0,1.0,11.0,2.0,23.0,4.0,23.0,1.0,1.0,2.0,2.0,23.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
E01002366,Havering 023E,Havering,0.0,3.0,0.0,0.0,1.0,3.0,9.0,5.0,0.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002367,Havering 020E,Havering,0.0,1.0,9.0,2.0,14.0,4.0,35.0,4.0,2.0,1.0,1.0,35.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01002368,Havering 028A,Havering,0.0,4.0,4.0,0.0,14.0,14.0,87.0,3.0,2.0,16.0,12.0,87.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
E01002370,Havering 028C,Havering,0.0,7.0,2.0,1.0,23.0,13.0,342.0,4.0,5.0,20.0,18.0,342.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
E01002371,Havering 028D,Havering,0.0,2.0,6.0,1.0,11.0,5.0,18.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01002372,Havering 027C,Havering,0.0,1.0,2.0,0.0,3.0,2.0,9.0,0.0,0.0,9.0,5.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002373,Havering 027D,Havering,0.0,6.0,0.0,0.0,0.0,3.0,13.0,1.0,1.0,3.0,3.0,13.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002374,Havering 027E,Havering,0.0,1.0,7.0,0.0,4.0,6.0,17.0,1.0,5.0,3.0,3.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
E01002375,Havering 028E,Havering,0.0,0.0,2.0,0.0,4.0,5.0,13.0,0.0,1.0,9.0,9.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002377,Havering 010D,Havering,0.0,4.0,6.0,0.0,14.0,6.0,28.0,4.0,2.0,6.0,6.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002378,Havering 010E,Havering,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002379,Havering 012D,Havering,0.0,1.0,21.0,2.0,16.0,8.0,69.0,2.0,0.0,7.0,5.0,69.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0
E01002380,Havering 012E,Havering,0.0,1.0,1.0,0.0,0.0,4.0,13.0,4.0,2.0,1.0,1.0,13.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002381,Havering 012F,Havering,0.0,2.0,1.0,2.0,1.0,2.0,14.0,2.0,4.0,0.0,0.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
E01002382,Havering 014F,Havering,0.0,5.0,0.0,0.0,3.0,5.0,11.0,0.0,0.0,1.0,1.0,11.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002383,Havering 010F,Havering,0.0,1.0,1.0,0.0,1.0,5.0,14.0,2.0,0.0,13.0,11.0,14.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002384,Havering 019D,Havering,0.0,3.0,2.0,1.0,13.0,13.0,22.0,2.0,3.0,5.0,5.0,22.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
E01002385,Havering 024A,Havering,0.0,3.0,3.0,4.0,15.0,15.0,50.0,9.0,66.0,30.0,16.0,50.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0
E01002386,Havering 022E,Havering,0.0,6.0,46.0,3.0,60.0,13.0,94.0,7.0,5.0,6.0,2.0,94.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0
E01002388,Havering 024C,Havering,0.0,0.0,0.0,0.0,3.0,4.0,8.0,3.0,0.0,4.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002389,Havering 024D,Havering,0.0,3.0,1.0,1.0,2.0,1.0,11.0,3.0,4.0,3.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
E01002390,Havering 024E,Havering,0.0,2.0,5.0,1.0,5.0,1.0,19.0,0.0,0.0,3.0,3.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
E01002391,Havering 018E,Havering,0.0,4.0,4.0,1.0,9.0,16.0,45.0,4.0,50.0,9.0,9.0,45.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0
E01002393,Hillingdon 020B,Hillingdon,0.0,3.0,1.0,0.0,3.0,5.0,10.0,2.0,0.0,7.0,5.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002394,Hillingdon 021A,Hillingdon,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002396,Hillingdon 026A,Hillingdon,1.0,6.0,3.0,0.0,3.0,3.0,18.0,2.0,2.0,6.0,6.0,18.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
E01002397,Hillingdon 021C,Hillingdon,0.0,4.0,25.0,0.0,56.0,5.0,94.0,6.0,0.0,14.0,12.0,94.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
E01002398,Hillingdon 021D,Hillingdon,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002399,Hillingdon 021E,Hillingdon,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002400,Hillingdon 024A,Hillingdon,0.0,3.0,2.0,0.0,5.0,9.0,20.0,2.0,7.0,15.0,9.0,20.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01002401,Hillingdon 024B,Hillingdon,0.0,4.0,3.0,0.0,3.0,5.0,18.0,2.0,0.0,2.0,2.0,18.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002402,Hillingdon 024C,Hillingdon,0.0,2.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01002403,Hillingdon 024D,Hillingdon,0.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01002404,Hillingdon 024E,Hillingdon,0.0,2.0,0.0,0.0,2.0,5.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01002405,Hillingdon 027A,Hillingdon,0.0,1.0,4.0,1.0,8.0,11.0,26.0,6.0,7.0,6.0,4.0,26.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
E01002406,Hillingdon 027B,Hillingdon,0.0,4.0,8.0,2.0,56.0,16.0,243.0,5.0,9.0,5.0,5.0,243.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
E01002407,Hillingdon 030A,Hillingdon,0.0,3.0,10.0,3.0,17.0,8.0,90.0,3.0,1.0,3.0,3.0,90.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0
E01002408,Hillingdon 019A,Hillingdon,1.0,0.0,4.0,0.0,3.0,3.0,12.0,0.0,0.0,4.0,4.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
E01002409,Hillingdon 019B,Hillingdon,0.0,3.0,0.0,0.0,4.0,3.0,19.0,1.0,3.0,3.0,3.0,19.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
