code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
E01001502,Enfield 018D,Enfield,0.0,3.0,3.0,1.0,11.0,2.0,28.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.8018742999999997e-10,0.0,9.820415e-07,2.2269214e-31,0.00020183281000000003,1.0445821000000001e-13,1.0,3.5620575e-05,2.6455007999999997e-18,1.7233018999999997e-33,6.915644e-07,5.707859e-29,1.6781364e-10
E01001503,Enfield 018E,Enfield,0.0,1.0,4.0,0.0,9.0,4.0,17.0,1.0,0.0,7.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7889558000000001,2.5350023999999998e-12,0.11301680000000001,5.4626697e-22,0.0,0.056584,2.4132187e-05,3.8828127e-09,0.10943092,1.9656876e-10,0.1398625,1.0,0.0032191363
E01001504,Enfield 012B,Enfield,0.0,2.0,0.0,1.0,4.0,3.0,34.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.20930016,0.0,3.21991e-07,1.2689600000000002e-25,2.5493335e-15,0.047756422,0.14589447,2.5598128e-09,0.24927059,6.01674e-10,0.13496628,1.0,0.034690425
E01001505,Enfield 012C,Enfield,0.0,5.0,0.0,0.0,2.0,3.0,11.0,0.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.526769300000001e-10,0.0,1.0481422999999999e-07,4.0042812999999994e-35,0.0001623159,1.29285e-13,1.0,4.035711e-08,2.3101622000000004e-21,2.6686794e-05,2.776625e-26,4.646916e-30,0.967886
E01001506,Enfield 014B,Enfield,0.0,1.0,7.0,0.0,19.0,11.0,74.0,2.0,3.0,22.0,18.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.6742813,0.0,1.0,8.187026e-12,7.371835e-11,0.07002202,0.41613993,1.6327005999999998e-13,0.10092534,1.8957294999999998e-12,0.00021070206,0.98305136,0.9154639000000001
E01001507,Enfield 012D,Enfield,0.0,3.0,24.0,2.0,42.0,11.0,64.0,10.0,2.0,25.0,19.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.736975,0.981215,2.873262e-16,1.0,2.1676686e-13,8.117314e-20,0.4468527,0.72371703,0.0,2.5142717e-16,1.2153519e-18,0.45245028,0.41333190000000003
E01001508,Enfield 012E,Enfield,0.0,2.0,4.0,0.0,10.0,4.0,47.0,2.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.265131e-12,2.706e-42,1.5845136000000002e-10,8.118e-42,5.8110956e-09,1.1870288e-23,1.0,0.5565876999999999,3.3227503999999996e-21,0.0,3.6118917999999994e-14,5.6960000000000004e-42,0.33430976
E01001509,Enfield 014C,Enfield,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3260597e-23,0.0,1.3235098000000001e-21,0.0,2.5556729999999998e-39,4.321659299999999e-23,1.2886e-41,7.813173000000001e-17,0.0,1.0,0.0,0.14639115,4.5999764999999994e-29
E01001510,Enfield 014D,Enfield,0.0,2.0,2.0,0.0,8.0,4.0,18.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.9127659999999995e-09,0.07836039,1.0,1.5328377e-19,2.4829794e-09,2.7212144999999997e-14,0.5081152,2.0203999e-17,3.8431762000000005e-14,0.0,3.388283e-10,0.049520057,0.025055233
E01001511,Enfield 016D,Enfield,0.0,2.0,4.0,0.0,22.0,9.0,47.0,2.0,0.0,9.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.15082769,4.7231333e-11,2.613596e-16,1.0,0.7511536,0.62217116,2.3567961e-15,1.6923048e-17,8.887085999999999e-29,0.10347384,2.8999397e-24,0.28824916,0.0
E01001512,Enfield 015D,Enfield,0.0,5.0,5.0,1.0,9.0,7.0,32.0,4.0,0.0,10.0,8.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.95960575,0.0,0.9810127000000001,3.2602647e-09,2.3359046000000002e-08,0.01863256,0.24044321,7.5182096e-14,0.06429129,6.985254e-05,1.0167913000000001e-17,0.16311547,1.0
E01001513,Enfield 012F,Enfield,0.0,6.0,12.0,0.0,32.0,9.0,56.0,5.0,1.0,40.0,30.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.48680604,0.0,0.040338900000000004,8.612306e-13,2.3323585e-10,0.016026102,0.015118823,0.002972277,5.1675904e-09,0.01585507,0.34619284,0.23693267,1.0
E01001514,Enfield 016E,Enfield,0.0,2.0,4.0,0.0,3.0,5.0,19.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001515,Enfield 015E,Enfield,0.0,2.0,6.0,0.0,4.0,4.0,18.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.4531282000000003e-18,4.823208e-38,6.219117e-18,0.0,1.9144223e-35,2.9868437e-18,2.221841e-39,0.0,0.0,3.426532e-33,1.6799999999999998e-43,1.0,0.36591490000000004
E01001516,Enfield 005D,Enfield,0.0,6.0,8.0,0.0,10.0,6.0,35.0,2.0,0.0,34.0,22.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0336439e-12,1.3999531999999999e-16,1.3199706e-17,0.24647683,2.2756199999999997e-05,0.54232955,1.4309142e-05,0.013578277,0.5091153,0.0,0.0027415854999999997,0.62594426
E01001517,Enfield 006C,Enfield,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7466264,5.790107e-18,0.11792801,2.2779252999999997e-13,1.4293178e-05,6.216358000000001e-11,1.0,2.399959e-07,1.2764146499999999e-23,1.2352213e-20,8.846146999999999e-09,0.0,7.876659e-14
E01001518,Enfield 016F,Enfield,0.0,4.0,3.0,0.0,5.0,9.0,19.0,10.0,1.0,16.0,14.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.49753833,1.0,0.57849276,1.0925146000000001e-06,7.4917156e-13,0.7383568,0.009730303000000001,0.710942,0.0,2.639126e-10,3.8376660000000004e-16,9.074489e-14,3.5194303999999997e-19
E01001519,Enfield 020D,Enfield,1.0,8.0,51.0,3.0,53.0,17.0,186.0,11.0,6.0,22.0,16.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.041706786,0.0,4.902216e-06,8.0698925e-30,7.195615e-11,0.03333739,0.84984416,6.2086374e-06,1.0,1.3853681999999999e-08,0.008752896999999999,0.46710727,0.29720375
E01001521,Enfield 028A,Enfield,1.0,6.0,2.0,1.0,3.0,3.0,11.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.7550216e-09,0.0,3.0833488e-07,1.7180314e-29,0.0002580595,3.1851706e-21,1.0,4.4594388e-05,1.4440295e-18,1.8899589e-33,2.3994585e-06,1.5131596999999999e-28,1.8151283e-09
E01001523,Enfield 019C,Enfield,0.0,3.0,3.0,0.0,2.0,6.0,14.0,3.0,2.0,6.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.032590535,0.0,3.0589916e-05,0.0004977214,0.03730617,0.0005129401000000001,0.9268322,4.9156079999999995e-14,0.04837737,1.6253079000000002e-11,0.028724756,1.0,2.1094168e-07
E01001524,Enfield 019D,Enfield,0.0,4.0,0.0,0.0,1.0,4.0,8.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.20943925,0.0,1.7489456000000001e-06,1.1173177999999999e-24,0.15794858,0.046051107,0.14170627,1.9164354e-08,0.22903761,9.439838e-10,0.13394932,1.0,0.031713467
E01001525,Enfield 020E,Enfield,0.0,2.0,0.0,0.0,2.0,1.0,14.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2688837,3.6075018e-11,0.015279323000000001,4.141506e-26,1.4252967e-27,6.017899999999999e-41,7.261154999999999e-34,2.2911378999999998e-26,1.7122116999999998e-38,0.0,0.0,0.0,1.0
E01001527,Enfield 036F,Enfield,0.0,0.0,9.0,0.0,7.0,5.0,24.0,7.0,9.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.4921566,2.0624314e-23,0.0702459,5.014725599999999e-12,0.06354461,0.0006107261000000001,0.34825632,0.00033247907,0.032395888,7.477465e-05,0.0,0.026981555,1.0
E01001528,Enfield 032B,Enfield,0.0,1.0,0.0,1.0,4.0,9.0,12.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.09709759,0.020029005,0.8810466,0.78306794,7.427880000000001e-26,2.0247835999999998e-31,2.6443184e-10,1.6905629999999998e-35,2.8903566e-22,1.0,0.0,3.631e-42,6.7345457e-38
E01001529,Enfield 032C,Enfield,0.0,5.0,4.0,0.0,8.0,4.0,18.0,1.0,2.0,8.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.15441197,2.2613373000000003e-21,0.0044994047,9.662961999999998e-31,4.955019999999999e-10,5.5234213e-11,1.0,0.9140033999999999,2.3424351e-19,4.513082700000001e-24,3.5814478e-06,0.0,0.29144412
E01001530,Enfield 032D,Enfield,0.0,2.0,1.0,0.0,1.0,2.0,8.0,3.0,0.0,21.0,19.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.46680886,6.0078527999999994e-05,0.49485070000000003,0.00037445533,2.2285146e-06,0.56626564,1.0,2.8279167e-13,3.1203897999999998e-18,9.811374500000001e-18,7.213189999999999e-10,0.0,1.205681e-08
E01001531,Enfield 028B,Enfield,0.0,3.0,1.0,0.0,0.0,0.0,12.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5795965999999999,0.0,0.139424,3.613516e-26,1.9602918e-05,2.1964700000000004e-10,1.0,4.9487534e-07,3.066879e-24,1.1269734000000001e-22,3.6298730000000006e-08,6.167242e-39,5.699711999999999e-13
E01001533,Enfield 028D,Enfield,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21123293,0.0,1.1497697000000001e-07,1.3856681e-24,0.75015444,0.04243359,0.11537145,2.7295362e-09,0.15920718,1.2279970000000002e-09,0.13121183,1.0,0.0047644144
E01001534,Enfield 032E,Enfield,1.0,2.0,10.0,2.0,14.0,11.0,34.0,4.0,1.0,17.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.14055358,0.07420305,1.0,0.0,3.2993306e-11,1.2337433e-08,5.0136914e-15,0.0005060126,0.020295344,0.041943625,0.5509712,0.2951603,0.1315613
E01001535,Enfield 028E,Enfield,0.0,0.0,1.0,0.0,3.0,6.0,12.0,1.0,0.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.018230643,0.0,1.4347163e-08,1.09464765e-24,0.11632974,0.005441144,7.3868195e-10,3.4428893e-10,0.04900847,6.2740657e-18,0.014041198000000001,1.0,0.00021974255
E01001536,Enfield 008B,Enfield,0.0,6.0,18.0,2.0,24.0,11.0,61.0,5.0,5.0,10.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.19623970000000002,0.24455771,0.0,3.4444675e-27,7.170373e-32,2.3026092e-09,1.0576235e-18,7.005117e-19,1.0,4.8228305e-12,1.1213145e-11,3.1178933999999997e-10,0.09062014
E01001538,Enfield 009A,Enfield,0.0,1.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1640506e-05,0.0,2.0394495e-17,5.3176427e-24,5e-43,3.0762621000000005e-24,9.072645e-23,2.0721938e-33,0.0,1.3465641e-10,0.0,0.7499246999999999
E01001539,Enfield 009B,Enfield,0.0,2.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10781559,0.0,8.1404985e-05,1.3927039999999999e-39,4.1806245e-10,0.022267655,1.0,6.8994166e-05,0.05687855,3.4654156e-13,0.07706271,0.55158836,0.0041655106
E01001540,Enfield 008C,Enfield,1.0,4.0,14.0,1.0,19.0,12.0,62.0,6.0,0.0,8.0,8.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.5543267999999998e-16,0.6947629,0.45467615,1.5365441999999998e-08,0.03470686,0.01783534,9.0749515e-09,2.5973660999999997e-06,0.01810538,1.0,0.0,0.032806005,7.924578e-24
E01001542,Enfield 008E,Enfield,0.0,3.0,10.0,0.0,15.0,4.0,32.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.980739e-09,0.0,7.8294e-07,1.5998253e-11,0.00029483112,0.12952654,1.0,2.1877233e-05,3.0295904e-18,5.1434343e-31,3.9672286e-06,1.1573498e-28,3.4353094e-09
E01001544,Enfield 009D,Enfield,0.0,0.0,2.0,2.0,3.0,6.0,37.0,1.0,3.0,12.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.6770303e-25,0.0,0.20447294,9.200774000000001e-08,1.2388114999999998e-23,6.7596586e-16,0.05567241,2.5349111999999997e-31,3.7856637999999995e-33,1.2302448999999999e-29,1.0,1.2319822e-27,0.21867174
E01001547,Enfield 002C,Enfield,0.0,3.0,8.0,1.0,14.0,2.0,26.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.264874e-32,0.08457293,2.8343295e-27,3.7160940000000003e-13,1.6791923e-08,1.8687505e-18,0.0,1.9576584000000003e-21,3.8916929999999995e-21,0.26605448,1.20753535e-26,1.0,1.854316e-21
E01001548,Enfield 002D,Enfield,0.0,1.0,0.0,0.0,2.0,3.0,6.0,1.0,1.0,14.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.020260457,1.0,0.0,7.310383000000001e-05,9.1734244e-14,5.0704728e-27,8.926706e-06,2.6998543e-26,7.8737175e-05,0.010331894,6.436194000000001e-25,0.17047264,0.112822324
E01001549,Enfield 006D,Enfield,0.0,0.0,7.0,0.0,9.0,2.0,18.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0030241506,2.1888705e-05,0.020012952,1.7309412e-05,0.02907118,0.019116955,0.0027709105,0.062097676,8.024243500000001e-06,1.0,0.0,0.004422818,1.5592850000000002e-21
E01001550,Enfield 006E,Enfield,0.0,4.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7442767e-31,0.0,1.0,2.5254095e-25,2.0659694e-21,1.9181279e-13,0.0,5.2106486e-21,1.6251814e-14,0.0,1.1226944e-29,0.43783779999999994,4.6646875e-10
E01001551,Enfield 002E,Enfield,0.0,3.0,5.0,0.0,3.0,4.0,17.0,0.0,1.0,29.0,25.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.93388903,0.00052455824,0.06812075,0.0,0.03449155,0.08779211,0.1689231,0.20211723,0.7575625,2.6170315e-07,0.08354652,1.0,0.39485773
E01001552,Enfield 001D,Enfield,0.0,1.0,3.0,0.0,6.0,6.0,16.0,3.0,0.0,23.0,19.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2593853,0.02307421,0.29157057,0.63221264,0.3271433,0.0,0.078760386,8.134298e-10,0.045635812000000005,0.8152012,0.40663093,1.0,2.9901623e-10
E01001553,Enfield 037B,Enfield,0.0,2.0,2.0,0.0,3.0,2.0,8.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4062319e-09,0.0,8.9877165e-07,2.0360622e-13,0.00034033574,6.3432475e-05,1.0,5.0284862999999996e-05,5.3866025999999995e-18,3.6193982999999996e-30,2.8593577e-06,1.0343726e-28,1.2297784e-09
E01001554,Enfield 037C,Enfield,0.0,1.0,1.0,0.0,13.0,2.0,12.0,3.0,2.0,11.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.273892e-34,4.4441024e-15,0.02303261,0.028902097,0.040814735,0.031818304,4.1606846e-10,0.0024908402,1.2543081500000001e-05,0.073897205,0.21980287
E01001555,Enfield 033C,Enfield,0.0,0.0,7.0,0.0,9.0,1.0,19.0,4.0,3.0,17.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.45498595,1.3275844e-12,0.00036403403,0.055190574000000006,0.002021266,0.12191074,1.0,4.47222e-08,1.2811889e-15,1.0814823e-16,4.468956e-08,0.0,2.1375195e-13
E01001556,Enfield 035E,Enfield,0.0,4.0,0.0,0.0,1.0,1.0,8.0,3.0,0.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,9.294118e-18,2.3183614e-18,0.08848954,0.025923913,1.248011e-09,2.6510907000000003e-05,0.12357212599999999,0.0001588583,0.0039585195,0.9742021000000001,0.849886
E01001557,Enfield 033D,Enfield,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.1247804e-05,5.628724e-22,1.578824e-31,7.892217599999999e-25,2.6760000000000004e-42,0.0,1.0,7.038986999999999e-20,0.0062772240000000005,9.133553e-17,0.009505758000000001,7.305256e-39
E01001558,Enfield 033E,Enfield,0.0,6.0,12.0,4.0,22.0,4.0,42.0,3.0,0.0,21.0,17.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.042923972000000005,1.0,0.62151676,0.0,3.375103e-11,0.00041985742,0.656709,6.207394e-11,0.039613027,0.041198517999999996,0.9398404,0.7767108,0.060770184000000005
E01001559,Enfield 033F,Enfield,0.0,3.0,5.0,0.0,37.0,8.0,104.0,3.0,1.0,46.0,42.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.40264454,0.46076876,0.5366426,1.3371207e-09,1.7154095e-15,0.32095104,0.1744578,0.36110523,0.61040336,0.0,0.0019573595000000003,1.0,0.010944873999999999
E01001560,Enfield 035F,Enfield,0.0,2.0,1.0,0.0,2.0,8.0,11.0,3.0,2.0,16.0,14.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.9579685,0.029303687000000002,2.6839840000000005e-09,0.0,0.00077004655,1.2885453e-06,1.0,0.014840698999999999,0.16504344,0.03593064,0.044406924,0.5226721,0.00017311504
E01001562,Enfield 037D,Enfield,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,12.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16444878,5.7788280000000004e-15,1.5111046e-11,0.0,1.0,9.853194999999999e-22,1.0537561999999999e-26,6.2430619999999996e-18,0.68793106,7.469284e-23,3.5451504e-20,6.289767e-17,1.9993555e-10
E01001563,Enfield 029C,Enfield,0.0,6.0,1.0,0.0,10.0,4.0,69.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.17287838,2.1984687000000002e-15,0.40639913,0.26785654,0.0,1.0,0.0,0.0,0.37630725,0.0,0.0
E01001565,Enfield 029D,Enfield,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3060894e-09,0.09644675,1.0,1.8521617000000002e-14,1.1338595e-21,7.093621000000001e-16,7.5518785e-28,2.7060855999999997e-32,5.671906599999999e-32,9.96198e-40,8.4346223e-38,0.0,3.662158e-38
E01001566,Enfield 029E,Enfield,0.0,2.0,0.0,1.0,1.0,1.0,12.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0790115e-31,0.07890063,1.0,7.168358e-15,4.0405998e-22,3.3563285999999997e-16,8.385899999999999e-32,1.4137010999999998e-33,2.6784949999999994e-33,0.0,3.78117e-40,0.0,0.0
E01001567,Enfield 022C,Enfield,0.0,4.0,2.0,0.0,4.0,3.0,19.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.938606e-36,1.0,0.0,1.3122036999999998e-15,5.146462e-15,0.0,5.9316066e-11,5.207567e-26,4.1445045e-28,6.52e-43,2.748637e-31,7.3255534e-38,0.0
E01001568,Enfield 022D,Enfield,0.0,1.0,1.0,0.0,2.0,0.0,11.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001569,Enfield 022E,Enfield,0.0,6.0,36.0,1.0,36.0,3.0,69.0,8.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.19829781,1.5299062e-13,0.71737397,2.0346661e-22,6.740974499999999e-30,3.1482548e-19,5.9166e-41,2.4682025e-37,4.338087999999999e-39,0.0,1.0,0.45248279999999996,2.0643289999999997e-30
E01001570,Enfield 026E,Enfield,0.0,5.0,2.0,1.0,3.0,1.0,16.0,4.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.3733299999999999e-40,1.5855917999999998e-27,8.285568e-22,1.4352338e-25,3.3127288e-20,3.1749672e-09,4.3881539999999995e-30,3.609267e-13,1.7472137e-17,5.3418435e-18,2.028445e-06
E01001571,Greenwich 008A,Greenwich,0.0,0.0,3.0,0.0,6.0,3.0,6.0,1.0,0.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.91594225,0.0,0.15623738,4.4155694000000005e-36,3.23838e-30,1.6440966000000002e-20,1.5290899e-31,0.1540011,0.0,4.0658287e-37,5.0722643999999995e-28,1.0,1.9351068e-11
E01001573,Greenwich 008C,Greenwich,0.0,0.0,0.0,0.0,5.0,6.0,12.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.566458e-05,3.2346779999999995e-23,1.3089781000000002e-22,1.3265794e-14,0.0,0.589305,6.5937624e-29,1.5612907e-19,1.0,2.6667987999999998e-20,4.04254e-05,0.08182022,3.8114133e-11
E01001574,Greenwich 008D,Greenwich,0.0,5.0,1.0,1.0,3.0,9.0,9.0,1.0,2.0,32.0,22.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.12819828,0.00011843168600000002,0.019016992,2.3119834e-11,0.0,2.2668614e-10,0.33041587,3.8920217e-10,1.0,3.0163136e-09,0.8237926999999999,0.36373788,0.8235029
E01001575,Greenwich 003A,Greenwich,0.0,0.0,1.0,0.0,2.0,6.0,12.0,1.0,0.0,18.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6310357,0.00011438510399999999,1.7968497e-18,1.1465023000000001e-21,1.8811576999999998e-35,1.8452492e-09,5.284313000000001e-16,1.1026987e-22,0.02088963,0.0,1.0,5.2507324999999996e-08,6.391840999999999e-30
E01001577,Greenwich 003C,Greenwich,1.0,2.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.23861223,0.0,0.0007534585000000001,8.742157e-22,0.0022916761,0.003917816,0.2722461,0.00023282459999999998,0.0005000531,2.3001176999999997e-21,0.0053123613,1.0,0.29414314
E01001578,Greenwich 003D,Greenwich,0.0,1.0,3.0,1.0,9.0,1.0,28.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0136635e-10,0.0,5.1324366e-07,0.6379507,0.00019598243999999998,0.08552422400000001,1.0,1.5226401000000002e-05,1.3642352e-15,4.6013796e-23,1.0498666e-07,7.974049299999999e-29,3.8211778e-10
E01001580,Greenwich 021A,Greenwich,1.0,5.0,4.0,1.0,14.0,13.0,31.0,3.0,2.0,10.0,8.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.43181983,1.0,0.029218981,1.2123453e-06,0.03758512,0.012075475,0.23074570000000003,0.092333466,2.2999305999999998e-28,3.4778566e-06,4.4474817e-08,0.0,0.580589
E01001581,Greenwich 016A,Greenwich,1.0,4.0,3.0,1.0,12.0,7.0,17.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,6.095235e-38,3.5600000000000002e-43,0.0,1.3662128999999998e-32,0.0,7.13e-43,1.7114e-41,0.0,2.6968233e-05,0.0,0.0,1.0
E01001582,Greenwich 021B,Greenwich,0.0,1.0,0.0,0.0,1.0,3.0,8.0,8.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.9764217999999996e-19,1.8884272e-28,9.354416e-15,0.0,1.1905843999999998e-26,2.7487246e-23,0.33766904,1.2194858e-16,1.0,1.8005656999999998e-33,1.41383705e-08,3.6e-43,0.6249854
E01001583,Greenwich 021C,Greenwich,0.0,1.0,0.0,0.0,2.0,5.0,5.0,2.0,1.0,13.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.6966340000000005e-07,4.5320602999999994e-24,1.7287635e-19,5.653304e-24,5.5293446e-24,1.4102366999999998e-22,0.047584344,0.0,1.4508589e-09,9.128014000000002e-21,0.093361124,1.2571368e-07
E01001586,Greenwich 016C,Greenwich,0.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.6724029999999999e-09,0.0,1.4704453000000001e-06,1.3028705e-18,0.00018391374,1.5196995000000002e-22,1.0,4.0603372e-05,7.0565264e-18,1.3606961999999998e-30,1.6017995e-06,1.2042328e-28,1.0117491e-09
E01001588,Greenwich 012A,Greenwich,0.0,1.0,0.0,1.0,0.0,5.0,2.0,4.0,1.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.003035515,0.04168584,0.0059692226,0.09879038,0.06697019,5.8823474e-27,1.0,0.007004365,0.0070015965,0.09775508,2.9189623999999996e-23,1.7973508999999997e-33
