code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
E01002136,Harrow 027B,Harrow,1.0,1.0,6.0,0.0,3.0,10.0,15.0,2.0,0.0,9.0,7.0,15.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0066456026,1.0771668e-13,5.458243e-10,2.4535991000000003e-08,3.8375883e-06,1.2012546999999999e-10,0.0,6.049354e-05,2.603051e-06,0.023946268,1.0,2.1087924999999997e-07,2.4037867999999997e-06
E01002137,Harrow 029D,Harrow,0.0,2.0,8.0,0.0,7.0,4.0,29.0,19.0,11.0,1.0,1.0,29.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002138,Harrow 027C,Harrow,0.0,0.0,1.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002139,Harrow 006A,Harrow,0.0,3.0,0.0,0.0,0.0,2.0,7.0,2.0,1.0,8.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0031599347,5.2144372e-11,2.4341175e-06,4.1626585999999997e-07,0.19013675,0.0,3.3285833e-08,0.000114960814,0.95979863,0.41480973,1.0,3.796359e-09,0.000117655414
E01002140,Harrow 005A,Harrow,0.0,1.0,3.0,1.0,10.0,4.0,22.0,4.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.5778005e-07,2.6753463000000003e-08,4.215235e-09,1.2786545e-07,1.0,0.0,5.079881e-12,2.8926963e-06,3.2250212e-15,1.5325965e-07,8.546411000000001e-09,1.6629581000000002e-13,4.431252e-11
E01002142,Harrow 005C,Harrow,0.0,2.0,2.0,1.0,6.0,4.0,20.0,6.0,3.0,4.0,4.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.175384000000001e-05,0.0,8.669758e-13,5.3231883e-08,5.1398040000000004e-09,2.8022590000000003e-09,5.9248260000000006e-08,3.250236e-05,1.8852304e-05,1.0,2.9688402000000002e-12,1.8174764999999998e-12,5.132282e-10
E01002143,Harrow 005D,Harrow,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33541e-06,1.0733213000000001e-14,0.0,1.0768e-08,5.1475322e-08,1.4813793e-08,7.3675094e-11,0.36589396,6.883249000000001e-08,1.0,9.003093e-12,8.064208e-10,0.007914342
E01002144,Harrow 004A,Harrow,1.0,5.0,2.0,1.0,1.0,11.0,19.0,8.0,37.0,21.0,15.0,19.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.4143362,9.602871400000001e-08,1.2215044e-06,0.00010028313,1.0,3.9586509999999997e-07,1.4477712e-08,0.47763240000000007,1.6404025e-06,0.57062733,4.5699002e-05,0.0,0.0041419324
E01002145,Harrow 005E,Harrow,0.0,2.0,1.0,0.0,5.0,6.0,32.0,2.0,1.0,3.0,3.0,32.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8.311719999999999e-07,1.3134103000000002e-08,3.1480326e-08,2.1912088e-09,1.0,0.0,1.3029973e-12,2.7113344e-06,2.020765e-15,2.192673e-07,4.22332e-09,7.127104000000001e-14,2.9744644e-11
E01002146,Harrow 004B,Harrow,0.0,3.0,0.0,1.0,1.0,0.0,9.0,1.0,2.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002148,Harrow 006B,Harrow,0.0,3.0,0.0,0.0,1.0,3.0,12.0,2.0,1.0,6.0,6.0,12.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.2886183e-05,9.202404e-09,1.0049371e-06,1.7431677e-07,0.80873513,3.174042e-08,0.006707895500000001,1.0,0.06510989,0.39247826,0.0,7.210576e-09,0.028677465
E01002150,Harrow 006C,Harrow,0.0,1.0,24.0,1.0,25.0,7.0,69.0,6.0,2.0,5.0,5.0,69.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.082031384,1.5548285e-07,4.4337663e-12,0.0003950107,1.8984216000000001e-06,1.9950638e-11,0.00035846067000000004,0.47960392,1.0,0.08060410000000001,2.8534408e-09,0.0,0.002356374
E01002151,Harrow 006D,Harrow,0.0,8.0,1.0,0.0,6.0,7.0,20.0,3.0,1.0,9.0,5.0,20.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.010095158,1.0,0.00018054723,0.0,0.0031923354,1.3221911e-05,3.4429643e-06,0.28116912,0.008145214,0.38973847,0.03815341,1.4206053e-06,0.04777487
E01002152,Harrow 006E,Harrow,0.0,0.0,0.0,0.0,3.0,4.0,19.0,0.0,0.0,2.0,2.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.4145588e-08,0.0,2.9050113e-15,6.1697714e-09,4.8462497000000005e-12,3.9394446e-10,1.2180661e-06,3.4543655000000003e-07,8.650801e-06,1.0,1.4137532e-12,9.089466e-15,9.732822e-13
E01002153,Harrow 019A,Harrow,0.0,2.0,0.0,0.0,1.0,4.0,16.0,4.0,0.0,11.0,7.0,16.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.218037e-06,0.88236594,0.9631228999999999,2.7631595e-09,4.8054244e-06,0.00042701349999999997,0.056592286,0.00022095726000000002,7.202960000000001e-06,1.0,1.8799196e-09,0.07056662400000001,0.0
E01002154,Harrow 015A,Harrow,0.0,6.0,3.0,1.0,9.0,10.0,20.0,7.0,4.0,4.0,2.0,20.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.32063523,1.646822e-08,1.3768250000000002e-09,8.405014e-10,0.38916978,1.3715096e-10,6.1404317e-09,1.0,0.0006359406,0.64950746,0.03217074,0.0,0.04407505
E01002155,Harrow 019B,Harrow,0.0,4.0,0.0,0.0,0.0,4.0,10.0,1.0,3.0,4.0,4.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.6478305999999999,0.0068371883,1.8327553e-07,0.0003832368,0.0011089455,0.0,0.027902552999999997,0.003174718,0.029334988,1.0,0.05766023,1.1191578e-05,0.00603895
E01002156,Harrow 015B,Harrow,0.0,3.0,0.0,0.0,1.0,4.0,12.0,1.0,0.0,2.0,2.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.917177e-11,7.028272e-07,1.0,4.7320907e-09,0.00048539732,9.870235e-05,0.0011684293,0.0011576929,1.5424020000000001e-12,2.5940415e-12,1.1571098e-12,0.0005827079,0.0
E01002157,Harrow 019C,Harrow,0.0,3.0,25.0,1.0,33.0,9.0,46.0,5.0,0.0,9.0,7.0,46.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.3001462,6.6731754000000005e-06,1.6440896e-09,1.6496004e-06,0.7279677,5.4429110000000006e-08,3.0935757000000004e-10,2.1216767e-05,0.0,4.671775e-10,2.0393747e-08,1.3394859e-07
E01002160,Harrow 021B,Harrow,0.0,5.0,5.0,1.0,31.0,6.0,54.0,3.0,2.0,4.0,2.0,54.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.059715599999999994,0.000132342,1.2419431e-12,0.020713784,2.4257182e-10,8.866649e-11,4.9897595000000005e-12,4.7171153999999994e-05,1.7308885e-06,0.0,1.6952327e-09,1.0,0.00057487236
E01002161,Harrow 021C,Harrow,1.0,4.0,4.0,0.0,7.0,5.0,54.0,3.0,0.0,10.0,8.0,54.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.026001906,0.0,8.797388e-11,4.9975863e-08,0.00558758,1.0,3.6101577e-13,9.5276495e-12,0.00024657772,5.6542835e-12,1.0542334399999999e-10,4.485154e-14,9.562032e-06
E01002162,Harrow 015C,Harrow,0.0,0.0,1.0,0.0,3.0,2.0,12.0,1.0,0.0,5.0,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12521173,2.4035707e-10,3.180208e-14,5.5487556e-07,1.9416841e-08,9.246591999999999e-11,0.0,0.006340385,4.901530000000001e-07,7.684732e-09,0.85374033,0.63355535,1.0
E01002163,Harrow 015D,Harrow,0.0,3.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.2401960000000001e-11,3.4681393e-16,9.698779400000001e-17,1.042576e-09,1.9581146e-10,9.176709999999999e-15,0.0,2.7447682e-05,5.3022742e-11,1.7730742e-11,2.4209467000000002e-12,3.7557590000000004e-07,1.0
E01002164,Harrow 021D,Harrow,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,4.0,4.0,17.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.3776147999999995e-12,0.01950948,2.8552451e-05,8.763054e-05,3.6970947e-12,1.0459725e-09,3.0273172e-06,4.689223699999999e-05,2.5810180000000004e-06,0.0,2.4820882999999997e-08,1.0,0.0006693452000000001
E01002165,Harrow 017A,Harrow,0.0,3.0,1.0,0.0,7.0,1.0,16.0,0.0,2.0,3.0,3.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.917177e-11,7.028272e-07,1.0,4.7320907e-09,0.00048539732,9.870235e-05,0.0011684293,0.0011576929,1.5424020000000001e-12,2.5940415e-12,1.1571098e-12,0.0005827079,0.0
E01002167,Harrow 017C,Harrow,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38799688,0.043849453,0.00015991258,0.0,5.991946999999999e-05,4.0294427e-07,1.1748314e-06,1.0,0.00038716494,0.02893567,0.035466738,0.00095617375,0.015360888
E01002169,Harrow 017E,Harrow,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.959537399999999e-08,1.0,0.0006195369,0.003627765,3.600046e-10,2.2113034e-06,2.8095846e-07,0.23050393,0.008113858,0.70639926,0.0,0.00011651947,0.08065348
E01002170,Harrow 033A,Harrow,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.20741825e-08,0.0,1.820323e-13,3.8645709999999994e-08,5.5869705999999995e-12,6.6755373e-10,1.6807402e-06,4.0444450000000006e-07,0.0031548862,1.0,7.835944999999999e-12,1.0898117e-13,3.2162572999999995e-12
E01002171,Harrow 033B,Harrow,0.0,3.0,2.0,0.0,9.0,0.0,29.0,1.0,0.0,2.0,2.0,29.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.917177e-11,7.028272e-07,1.0,4.7320907e-09,0.00048539732,9.870235e-05,0.0011684293,0.0011576929,1.5424020000000001e-12,2.5940415e-12,1.1571098e-12,0.0005827079,0.0
E01002172,Harrow 033C,Harrow,0.0,3.0,0.0,0.0,4.0,1.0,20.0,0.0,1.0,2.0,2.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43236065,1.0,0.0001289438,3.0820654000000004e-06,7.5253496e-08,6.352471e-06,1.1674943e-07,3.095628e-11,2.5286424e-08,8.603304e-10,7.1867645e-09,6.2479856e-08,0.0
E01002173,Harrow 033D,Harrow,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002174,Harrow 033E,Harrow,0.0,2.0,2.0,0.0,7.0,4.0,16.0,1.0,0.0,9.0,7.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.20838656,5.0417747000000005e-12,0.0,0.001996144,7.890565e-09,2.1447091e-08,1.9528625e-10,0.0021848506,0.011434257,1.0,1.0588738000000001e-10,0.54123235,1.1507706599999999e-10
E01002175,Harrow 033F,Harrow,0.0,0.0,6.0,0.0,13.0,3.0,35.0,7.0,0.0,1.0,1.0,35.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,6.4870375e-12,1.5122655e-16,0.00018710682,1.0,1.3476547e-14,4.1078147e-06,2.8698160000000003e-14,0.0,4.8693977e-07,1.5221598e-20,1.9463998999999998e-13,4.935886e-15,3.9814654e-09
E01002177,Harrow 033H,Harrow,0.0,3.0,8.0,1.0,10.0,3.0,22.0,2.0,0.0,1.0,1.0,22.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002178,Harrow 033I,Harrow,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002179,Harrow 013A,Harrow,0.0,7.0,24.0,3.0,30.0,7.0,85.0,5.0,0.0,7.0,5.0,85.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.94557e-07,0.44729096,0.0076674622999999996,0.8881745000000001,2.780261e-05,1.0,0.710186,0.0,2.8158935999999997e-05,1.6968736000000002e-06,3.7184599999999997e-08,8.898759300000001e-07,8.345858e-07
E01002180,Harrow 013B,Harrow,1.0,9.0,2.0,1.0,13.0,12.0,44.0,7.0,8.0,13.0,9.0,44.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,0.16215292,0.0,0.027290456,1.0,0.66353554,0.04373327,2.559245e-07,0.017185317,0.0016856891,0.30775243,0.03933141,0.00023428442000000002,0.047320083
E01002181,Harrow 020C,Harrow,0.0,1.0,1.0,0.0,10.0,5.0,27.0,0.0,0.0,3.0,3.0,27.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.7406658e-06,6.6499533e-14,0.0,4.6441224e-09,3.4664382e-07,1.4214906999999999e-08,3.228687e-11,0.9318998,1.574864e-07,1.0,2.2780893e-11,1.0705918e-13,0.004745682
E01002182,Harrow 020D,Harrow,0.0,2.0,10.0,0.0,16.0,0.0,30.0,2.0,0.0,0.0,0.0,30.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002183,Harrow 013C,Harrow,0.0,0.0,6.0,0.0,5.0,4.0,11.0,2.0,0.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8.432388000000001e-07,1.4395148000000002e-08,2.8667795e-09,1.1731932e-09,1.0,0.0,6.6234203e-13,2.7586157000000004e-06,2.3829797999999997e-16,2.5699342e-07,4.1517139999999995e-09,3.6403320000000003e-14,2.0000558999999998e-11
E01002184,Harrow 013D,Harrow,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.593658e-16,3.6895855000000005e-12,0.0,9.07411e-12,7.714881e-15,1.455212e-15,9.557173e-16,3.740673e-05,3.8649952e-07,6.311316e-19,6.134265e-11,1.0,0.0006228791
E01002185,Harrow 009A,Harrow,0.0,1.0,1.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002186,Harrow 009B,Harrow,0.0,1.0,4.0,0.0,10.0,7.0,27.0,5.0,1.0,8.0,4.0,27.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.13872734,9.2475204e-07,0.015878094,3.589902e-07,1.0,4.1060752e-10,2.0311296e-07,0.2575395,3.238142e-07,0.0010408172,1.8881210999999996e-07,0.0,0.0007886642699999999
E01002187,Harrow 009C,Harrow,0.0,2.0,0.0,0.0,0.0,4.0,13.0,0.0,4.0,4.0,4.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.72609824,0.0,4.6630616e-10,0.0077345464,2.2805522999999997e-05,6.756377499999999e-08,5.645104599999999e-13,1.0,6.1071936e-05,7.001739e-06,3.8412615e-10,1.9693799e-13,0.035396572
E01002189,Harrow 016B,Harrow,0.0,7.0,26.0,3.0,45.0,8.0,114.0,3.0,9.0,4.0,4.0,114.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.3178693e-05,0.014283678000000001,4.7528806e-06,0.0,0.17668693,1.7077794999999997e-08,0.029109503999999998,1.0,2.4634702999999998e-05,8.107091999999999e-05,7.1054837e-06,4.835172e-07,0.0091705425
E01002190,Harrow 009D,Harrow,0.0,0.0,0.0,0.0,4.0,3.0,10.0,1.0,15.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,7.133671e-07,1.5139417e-06,0.31678206,1.5865237e-06,1.0,0.13893992,1.3996371e-05,1.1152363e-05,1.7855733e-08,1.6980305999999998e-07,2.5197767000000004e-08,3.6008038e-07,0.0
E01002191,Harrow 022A,Harrow,0.0,6.0,0.0,1.0,1.0,5.0,8.0,0.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.21048519,2.4913616e-10,2.8030986000000003e-10,4.5783932e-07,1.0267225000000001e-06,1.0,1.9771094e-12,5.2611383e-12,0.0001941031,6.395289000000001e-13,2.6289324e-12,0.0,4.7442463e-06
E01002192,Harrow 016C,Harrow,0.0,2.0,10.0,1.0,7.0,2.0,32.0,1.0,3.0,5.0,3.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.907247e-06,1.1442415999999999e-07,0.0037199035,4.943579e-07,1.0,0.0033446008000000004,0.0751918,0.7669991999999999,0.02796394,0.001172991,0.0,6.120847e-08,0.023531364
E01002193,Harrow 016D,Harrow,0.0,2.0,1.0,0.0,0.0,9.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,8.039759999999999e-07,1.7097758000000002e-06,0.034702502,1.2671492e-07,1.0,1.0178389e-09,1.8731478e-07,5.778032599999999e-06,0.0,1.8482986999999997e-07,1.070057e-08,5.9790217e-09,8.188111999999999e-11
E01002194,Harrow 022B,Harrow,0.0,1.0,0.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002196,Harrow 022D,Harrow,0.0,1.0,0.0,0.0,0.0,2.0,12.0,3.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002198,Harrow 010C,Harrow,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.15948255e-08,0.0,4.5064033e-14,2.1799793999999997e-08,5.617816e-12,7.9698026e-11,3.6938324e-11,5.0716994e-07,0.010904775,1.0,1.2336278999999999e-12,6.2356845999999996e-15,3.387673e-13
E01002199,Harrow 012C,Harrow,0.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002200,Harrow 010D,Harrow,0.0,2.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.26971388,2.594897e-07,0.0,3.5741059999999995e-08,5.4011892e-08,1.4200807999999998e-11,1.8209521e-13,0.00870947,1.3774795999999998e-07,5.7666693e-12,1.8345497000000002e-11,1.0,6.268335e-11
E01002201,Harrow 012D,Harrow,0.0,3.0,0.0,0.0,1.0,7.0,6.0,4.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,7.1495588e-06,0.03657007,0.002027562,8.5899035e-07,1.0,4.5382059999999995e-08,0.31876197,1.2066558e-06,0.0,0.23682708,0.07422014,3.3544196e-09,0.42279586
E01002202,Harrow 012E,Harrow,0.0,0.0,14.0,0.0,25.0,5.0,50.0,4.0,1.0,15.0,11.0,50.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3765202,0.38456434,1.0,8.516458399999999e-07,0.037136674,0.002752415,0.0005766816,0.02432435,2.9744726e-07,1.4496753e-06,0.0,0.00029497978,5.640178e-06
E01002203,Harrow 010E,Harrow,0.0,1.0,0.0,0.0,10.0,4.0,48.0,1.0,0.0,8.0,4.0,48.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.13521777,0.27786350000000004,0.25274104,0.0018066382999999998,0.09611617,0.0009969523,0.60344076,0.12809116,0.0,0.18195313,0.04213413,1.0,0.2544288
E01002204,Harrow 032A,Harrow,0.0,2.0,24.0,0.0,17.0,9.0,58.0,1.0,1.0,11.0,7.0,58.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.32670772,0.061140828,0.006913340699999999,0.0,0.17678005,1.0,0.14053494,3.6083853e-05,0.0013866648000000002,0.32152715,0.0008637714999999999,0.24113329,0.0024027675
E01002206,Harrow 032B,Harrow,0.0,1.0,0.0,0.0,2.0,1.0,11.0,4.0,0.0,2.0,2.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.38328773,0.00082294724,0.3660733,8.5227333e-07,2.3128322999999995e-06,2.492231e-06,0.0,1.7992957e-07,1.4936595e-10,2.583283e-09,9.004160000000001e-08,1.4098618000000001e-10
E01002208,Harrow 025A,Harrow,0.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,4.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.215091e-07,7.055217e-08,9.999071e-06,4.8951756e-07,1.0,3.719066e-07,1.6858046e-10,3.0653227000000003e-06,2.5731009999999998e-12,7.705825e-08,1.3068509e-08,0.0,2.5187571000000003e-10
E01002209,Harrow 025B,Harrow,0.0,8.0,19.0,1.0,36.0,4.0,95.0,3.0,1.0,3.0,1.0,95.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.32148057,5.4445894e-07,7.3337986e-07,1.8885376000000002e-06,0.38993740000000005,0.0,5.7200755e-06,1.0,0.012800018,0.66515976,0.20311521,3.8033565e-06,0.12978092
E01002210,Harrow 032D,Harrow,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002211,Harrow 028A,Harrow,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.4870375e-12,1.5122655e-16,0.00018710682,1.0,1.3476547e-14,4.1078147e-06,2.8698160000000003e-14,0.0,4.8693977e-07,1.5221598e-20,1.9463998999999998e-13,4.935886e-15,3.9814654e-09
E01002212,Harrow 028B,Harrow,0.0,4.0,7.0,0.0,13.0,6.0,21.0,1.0,1.0,3.0,3.0,21.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0771451000000001e-10,9.870833e-10,0.0,1.0071983e-08,5.531477e-13,1.0353804e-09,1.0,7.1929406e-07,0.011723911000000002,0.22463594,1.4267012e-05,3.1378583e-08,3.7900737e-08
E01002213,Harrow 027D,Harrow,0.0,3.0,7.0,1.0,21.0,1.0,70.0,1.0,1.0,3.0,3.0,70.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.20129992,1.0743001999999999e-05,1.0,4.479391e-07,0.15268525,0.00065589,0.0013106219,0.00046452167,6.747320599999999e-12,1.2314548000000001e-08,3.2187215e-09,0.0005631393,0.0
E01002214,Harrow 031A,Harrow,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2223974e-06,2.0032035e-08,9.745312e-10,4.3152277e-09,1.0,0.0,4.615777e-14,0.28860903,8.9923006e-08,1.6410710000000003e-05,5.710009000000001e-09,1.2899866e-05,0.0102329
E01002215,Harrow 031B,Harrow,0.0,4.0,7.0,0.0,11.0,2.0,23.0,1.0,0.0,7.0,7.0,23.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34520882,6.717056600000001e-07,3.4337504e-09,2.6854388e-09,3.272001e-08,4.1571059999999996e-11,2.406738e-09,2.4456351999999997e-07,1.2766178999999997e-08,1.0,2.8627190000000002e-11,8.443825e-14,0.0
E01002216,Harrow 028C,Harrow,0.0,5.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002217,Harrow 028D,Harrow,0.0,3.0,0.0,0.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002218,Harrow 030A,Harrow,0.0,2.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,14.0,12.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6439423000000001,0.0012977642,2.032753e-06,1.3424325e-05,0.91721934,0.0,0.14591514,1.0,0.006557565600000001,0.15774271,0.03777359,0.0025410128,0.19395457
