code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
E01000546,Brent 028B,Brent,0.0,1.0,15.0,0.0,16.0,2.0,44.0,0.0,0.0,1.0,1.0,44.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.6226885e-12,1.0,0.0008654527000000001,0.003993914,0.0,2.0380623e-06,1.4953187e-06,1.6869947e-14,1.2205216e-07,9.002136e-13,6.972457e-10,6.121790999999999e-07,7.720918e-15
E01000548,Brent 028D,Brent,0.0,5.0,12.0,1.0,34.0,5.0,41.0,6.0,4.0,20.0,14.0,41.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.36584398,7.620994e-05,0.0019597157,4.1580361999999995e-05,0.07929039,0.0,0.004144125,1.2388277e-06,0.00023774522,0.07529738,8.622942600000001e-05,0.005687079,1.0
E01000550,Brent 034B,Brent,1.0,2.0,7.0,0.0,4.0,11.0,17.0,2.0,1.0,2.0,2.0,17.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.6189656e-10,3.976086e-12,0.0,2.5326900000000003e-09,3.4501317e-12,3.8979580000000005e-12,2.7302112e-06,0.00010096370000000001,0.000101218735,0.30583578,2.8779467999999996e-10,1.0,0.000165881
E01000551,Brent 034C,Brent,0.0,4.0,0.0,0.0,2.0,1.0,11.0,2.0,7.0,1.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.21793112,3.5886492e-07,0.00015691592,3.6413292000000002e-06,0.11912951599999999,0.0,1.0312721e-08,0.06726199,0.04923597,1.0,0.45456243,0.008034748000000001,0.2904785
E01000552,Brent 034D,Brent,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.100077e-05,3.9593136e-08,1.4795946e-11,1.2232423999999999e-06,7.584975e-11,2.1033687000000004e-08,1.74044e-11,1.943115e-10,1.8072847e-10,5.200042599999999e-10,0.0,5.1530603e-12
E01000553,Brent 015A,Brent,0.0,0.0,5.0,0.0,13.0,1.0,42.0,3.0,1.0,21.0,17.0,42.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3437243,0.31855154,0.0014247987,4.5314540000000004e-05,0.37137124,0.00017721609,3.3888714e-06,0.007986316,5.92497e-05,0.18342397,0.0,3.3611404e-06,1.0
E01000554,Brent 015B,Brent,0.0,3.0,0.0,0.0,5.0,1.0,11.0,0.0,2.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.710385e-06,0.90272033,1.0,3.9181014e-09,2.7852895e-05,0.00030876,0.00026620887000000003,5.563939e-05,1.4367931000000001e-08,7.025384e-10,3.2005403e-09,5.7485842e-05,0.0
E01000555,Brent 015C,Brent,1.0,3.0,1.0,0.0,0.0,6.0,7.0,0.0,1.0,3.0,3.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.4145588e-08,0.0,2.9050113e-15,6.1697714e-09,4.8462497000000005e-12,3.9394446e-10,1.2180661e-06,3.4543655000000003e-07,8.650801e-06,1.0,1.4137532e-12,9.089466e-15,9.732822e-13
E01000556,Brent 015D,Brent,0.0,1.0,22.0,0.0,29.0,6.0,52.0,3.0,2.0,20.0,16.0,52.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.039901074,0.0,0.12750258,0.23822206,0.061609365,2.704715e-06,2.3872723000000002e-05,0.048693836,1.0,0.034518294,1.5061179e-05,0.4442008,7.124181e-05
E01000557,Brent 015E,Brent,0.0,1.0,0.0,0.0,1.0,4.0,9.0,0.0,1.0,2.0,2.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.09429176,0.29236153,0.26414597,0.0,0.030589118999999998,0.0019023872,0.58848995,0.15469351,3.1146553000000006e-07,0.17736,0.019959508,1.0,0.19638436
E01000558,Brent 015F,Brent,3.0,1.0,7.0,0.0,2.0,2.0,17.0,0.0,2.0,8.0,8.0,17.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3425213,4.4679028e-11,4.3816322e-05,0.6592415,1.9133040999999999e-07,7.070479e-08,4.657731e-09,0.0,0.00042519730000000004,0.2811281,6.981583599999999e-10,5.832303e-11,1.0
E01000559,Brent 018E,Brent,0.0,2.0,10.0,0.0,4.0,0.0,19.0,2.0,0.0,2.0,2.0,19.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.1151075e-06,9.395582e-09,2.4237054e-06,0.21091858,1.0,0.057566945,0.0,6.9883146e-07,0.04758443,6.886234e-07,0.00058719685,1.9347449e-10,0.41937757
E01000560,Brent 023D,Brent,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19795893,1.0,0.0006287041,1.2233341e-05,0.101124324,0.018307032,3.5862353999999994e-07,0.0,0.00010192847,0.019653263,0.01561113,8.225211e-08,2.9725920000000003e-06
E01000561,Brent 023E,Brent,0.0,0.0,2.0,0.0,1.0,5.0,15.0,0.0,1.0,15.0,11.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0036142415000000004,5.7341026e-07,0.34567729999999997,0.64773613,0.24083339999999998,0.00017465993999999998,0.50351226,0.14690289,4.0583612000000005e-07,9.999703e-06,0.0,1.6334351000000002e-06,1.0
E01000562,Brent 008A,Brent,0.0,0.0,1.0,0.0,2.0,1.0,7.0,1.0,0.0,10.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00013864672,0.5219022,0.00011940193999999999,9.633140000000001e-07,0.37209440000000005,0.0010647774,1.2218024e-06,0.36312506,0.00013892062,5.9849815e-05,0.0,1.0,0.017206034
E01000563,Brent 008B,Brent,0.0,3.0,1.0,0.0,5.0,4.0,11.0,3.0,0.0,5.0,3.0,11.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.194737e-14,2.2271608e-11,1.6804898e-14,0.07127639999999999,7.878858e-13,0.05830529,1.2806022e-14,4.2975083e-05,0.008211174,0.0,0.00013034612,1.0,0.13893853
E01000564,Brent 013A,Brent,0.0,1.0,9.0,0.0,8.0,3.0,23.0,4.0,0.0,13.0,11.0,23.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.4818717e-06,4.1029648e-07,1.0953502e-06,0.2922726,0.0,2.6860758999999997e-08,2.1432332000000003e-07,1.7036180000000001e-09,1.6965855999999998e-08,7.3941293e-09,1.3279401000000002e-10,1.8409614e-09
E01000565,Brent 013B,Brent,0.0,0.0,2.0,0.0,5.0,2.0,16.0,2.0,0.0,2.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.5778005e-07,2.6753463000000003e-08,4.215235e-09,1.2786545e-07,1.0,0.0,5.079881e-12,2.8926963e-06,3.2250212e-15,1.5325965e-07,8.546411000000001e-09,1.6629581000000002e-13,4.431252e-11
E01000566,Brent 008C,Brent,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000567,Brent 016A,Brent,0.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4002653999999999e-08,0.0,1.5103086e-15,2.4946163e-09,4.4619495e-12,7.9089296e-10,5.0952453e-10,2.4566887000000003e-07,1.5149361e-11,1.0,8.826483e-13,5.1524306e-14,1.1955742e-12
E01000568,Brent 008D,Brent,0.0,2.0,6.0,1.0,11.0,21.0,37.0,2.0,1.0,18.0,16.0,37.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,9.935611e-06,0.85056955,0.0028768629,1.71868e-05,1.2811452e-06,0.15789367,0.005547329,0.84387684,0.0030204789,0.640746,7.609456999999999e-05
E01000569,Brent 008E,Brent,1.0,1.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.32163262,4.7044546e-10,9.780486500000001e-08,0.0016807895000000002,0.39433497,1.0257411999999999e-05,2.159703e-09,1.0,0.016977757,0.65076077,0.116431646,0.0,0.08919324
E01000571,Brent 012B,Brent,0.0,4.0,0.0,1.0,1.0,5.0,9.0,2.0,2.0,3.0,3.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.008095586,3.773518e-07,1.1882709e-05,1.3149798000000001e-06,4.629204000000001e-09,9.160485000000002e-08,0.0,1.860192e-09,1.7574928999999998e-10,1.1395025e-09,1.1497311e-10,1.8273992000000003e-11
E01000572,Brent 007A,Brent,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000573,Brent 007B,Brent,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.6226885e-12,1.0,0.0008654527000000001,0.003993914,0.0,2.0380623e-06,1.4953187e-06,1.6869947e-14,1.2205216e-07,9.002136e-13,6.972457e-10,6.121790999999999e-07,7.720918e-15
E01000575,Brent 007D,Brent,0.0,2.0,17.0,0.0,23.0,7.0,46.0,2.0,1.0,3.0,3.0,46.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.147304e-06,3.7830769999999996e-08,2.4737739e-09,1.1186098e-06,2.1330654000000002e-11,8.546116e-09,3.0828038000000003e-11,1.5396497e-10,1.6728971e-10,3.3089728e-10,0.0,8.242049e-12
E01000576,Brent 012C,Brent,0.0,4.0,4.0,0.0,5.0,5.0,22.0,5.0,0.0,3.0,3.0,22.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.06681047,6.2213302999999994e-06,2.468655e-08,2.558452e-06,2.8987013e-09,0.00029550237,0.0,2.1035435000000002e-08,3.1088584e-06,0.09727756,3.3443102e-09,1.9803207999999998e-07
E01000577,Brent 007E,Brent,0.0,5.0,2.0,0.0,42.0,1.0,96.0,4.0,1.0,1.0,1.0,96.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.3473303999999998e-10,1.6434932e-09,0.0,9.978945e-07,8.887741999999999e-14,1.3665017e-09,4.2514055e-11,1.32925415e-11,1.593452e-10,1.2789918e-10,4.2764664000000005e-14,3.602058e-12
E01000578,Brent 012D,Brent,1.0,6.0,1.0,2.0,4.0,14.0,16.0,0.0,0.0,6.0,4.0,16.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0625323999999999e-10,1.13226175e-08,1.0,6.511445e-09,1.8948152e-09,0.002069994,0.0014401188,8.526056e-07,0.00015404412,0.42245677,0.0,0.00024948048,6.829636e-10
E01000579,Brent 032A,Brent,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000580,Brent 032B,Brent,1.0,10.0,5.0,0.0,13.0,5.0,62.0,9.0,8.0,0.0,0.0,62.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000581,Brent 030E,Brent,0.0,3.0,0.0,0.0,2.0,4.0,8.0,1.0,0.0,12.0,8.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.4707185000000001e-06,1.0,0.00949809,0.007293799,0.23994605,0.059544664000000004,5.7632282e-05,1.6490523e-05,5.791443000000001e-07,9.624353e-06,0.0,0.000119470445,3.3603072e-07
E01000582,Brent 032C,Brent,0.0,3.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.8678786e-09,1.6378847e-07,0.0,8.6239466e-05,1.7295246e-10,4.6809976e-07,1.6631944e-07,0.00035478832,0.04235141,0.04144474,2.5442586e-09,7.926114000000001e-05
E01000583,Brent 032D,Brent,0.0,4.0,16.0,1.0,27.0,8.0,62.0,7.0,0.0,7.0,7.0,62.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.78379333,0.000921492,6.004855e-07,0.23946932,4.691599e-05,1.0706387e-06,3.6082665e-06,0.00036511733,4.6120366999999996e-05,1.0,0.0,1.3920483000000002e-08,3.4746614e-07
E01000585,Brent 033F,Brent,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000586,Brent 032E,Brent,1.0,5.0,48.0,0.0,38.0,13.0,90.0,8.0,0.0,16.0,14.0,90.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,0.36702725,0.41650918,0.01394477,2.5429677000000002e-05,0.21760842,2.3792848e-07,0.0006526391,0.01938646,0.00020629267,0.12732929,0.0,0.020550245,1.0
E01000587,Brent 001A,Brent,0.0,0.0,0.0,0.0,4.0,2.0,35.0,0.0,0.0,5.0,5.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6370164000000004e-07,3.7072165e-09,3.0812649999999997e-09,1.16476e-06,0.5291803,0.0003288844,1.0,6.307453000000001e-07,0.00052332523,6.6990795e-09,1.5532043e-05,0.0,8.246582e-08
E01000588,Brent 002E,Brent,0.0,4.0,3.0,1.0,21.0,6.0,43.0,3.0,1.0,33.0,25.0,43.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.062184107,0.075435705,0.55101895,1.3124594e-05,0.0002213823,0.00041312093,0.6256795999999999,0.054118223,0.00016934042,0.0,0.00042713343,0.18871145,1.0
E01000589,Brent 001B,Brent,0.0,1.0,1.0,0.0,5.0,1.0,11.0,2.0,3.0,4.0,4.0,11.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.2410995e-07,0.9124404,1.0,0.0006742085000000001,0.4096977,0.0017336342,0.00027980204,0.00012766269,2.5708616e-07,1.3084021e-06,1.3763112e-08,0.000118242664,0.0
E01000590,Brent 001C,Brent,0.0,4.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.54245746,6.4566397e-09,1.3056713999999999e-07,4.1855457e-09,0.49413046,7.205875000000001e-09,0.0,1.0,3.2459393e-05,0.028817263,6.674249400000001e-08,4.324946e-06,0.03088058
E01000591,Brent 003F,Brent,0.0,5.0,12.0,1.0,24.0,7.0,29.0,4.0,0.0,4.0,4.0,29.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.21793112,3.5886492e-07,0.00015691592,3.6413292000000002e-06,0.11912951599999999,0.0,1.0312721e-08,0.06726199,0.04923597,1.0,0.45456243,0.008034748000000001,0.2904785
E01000592,Brent 001D,Brent,0.0,1.0,10.0,0.0,9.0,5.0,16.0,2.0,0.0,3.0,3.0,16.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.101443e-12,1.8678856e-12,2.4651229e-08,1.220796e-07,1.0,0.73042846,1.8996083e-12,2.9186854e-06,4.511887700000001e-06,7.987441999999999e-08,8.236369999999999e-10,8.863247e-06
E01000594,Brent 001F,Brent,0.0,3.0,9.0,1.0,21.0,4.0,48.0,1.0,0.0,2.0,2.0,48.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.94554e-05,1.0,0.0009975891,3.341589e-08,0.22581168,0.00022544629,9.05503e-08,9.908995999999998e-09,2.3537049999999997e-08,1.1368577e-07,9.287366e-09,1.2764905999999999e-07,0.0
E01000595,Brent 027A,Brent,0.0,2.0,1.0,0.0,4.0,4.0,16.0,1.0,2.0,4.0,4.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.13135105,1.0,0.0005638459,0.061354387999999996,9.926677e-07,1.4954583e-06,8.6986165e-07,0.5334494000000001,4.3569646e-05,1.2320158e-05,0.0,1.7434624e-07,0.0049848133
E01000596,Brent 021A,Brent,0.0,3.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0579897e-06,3.4878114000000003e-12,1.4651123000000002e-07,8.897971e-07,0.16904181,0.8084531999999999,0.0,0.12091345,7.071171999999999e-05,0.0007333344,1.0,0.00022021007000000003,0.02513835
E01000599,Brent 027D,Brent,1.0,0.0,3.0,0.0,4.0,2.0,8.0,1.0,1.0,11.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.7219473e-10,6.638132e-10,0.054878857,7.9393196e-08,0.05695798,0.0,0.45273240000000003,0.0974531,6.872099e-08,0.54951847,0.92521363,0.28314164
E01000600,Brent 027E,Brent,1.0,11.0,15.0,0.0,95.0,40.0,297.0,8.0,4.0,36.0,26.0,297.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.5925785,0.80860585,0.20930538,0.0009189581,0.806277,0.0,1.0,0.6575736,4.2847198e-05,0.19721052,0.00026294,0.7073292,0.020095866
E01000601,Brent 021B,Brent,0.0,4.0,3.0,1.0,21.0,9.0,61.0,1.0,1.0,26.0,12.0,61.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.47103205,0.0,0.00055520807,0.0055824216,0.54397434,0.06794188,6.330307e-08,1.0,0.008878522,0.09667804,0.032665215,3.346146e-10,0.022599708
E01000602,Brent 021C,Brent,0.0,2.0,1.0,0.0,3.0,7.0,7.0,1.0,0.0,16.0,8.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07728268,2.0926775e-08,6.7399405e-08,0.00027479816000000005,0.20769322,0.0014288464000000002,0.0,0.0005920637,3.6103155999999996e-05,0.0016908448999999998,0.0073614176000000005,1.0,0.001605726
E01000603,Brent 021D,Brent,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,14.0,10.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22091845,9.895374400000001e-05,1.0,6.0129028e-06,9.0585155e-07,0.0020960965,0.0010328918,0.035867266,5.322866e-07,2.1847628e-09,0.0,0.29929855,9.678546e-07
E01000604,Brent 021E,Brent,0.0,2.0,1.0,0.0,2.0,5.0,3.0,0.0,4.0,7.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000605,Brent 021F,Brent,0.0,1.0,1.0,0.0,2.0,2.0,6.0,0.0,2.0,11.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0008609462,7.7331715e-06,1.0,1.1696081999999999e-05,0.26684538,0.003936894,0.010408594,0.4686258,0.07302834,0.23942344,0.0,5.928434300000001e-07,0.023242166
E01000606,Brent 016B,Brent,1.0,0.0,0.0,0.0,3.0,3.0,11.0,2.0,0.0,2.0,2.0,11.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.1749074000000001e-05,3.703219e-13,1.3863732e-19,2.8690778999999997e-11,5.933874e-06,2.0299813000000002e-10,0.0,1.0,1.16460205e-05,1.5932987e-05,2.8650327e-13,8.856287599999999e-05,0.34597656
E01000607,Brent 013C,Brent,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32620397,0.0,0.00030870634,0.07023485,0.39742804,0.0021361413,0.00019311077,1.0,0.12567087,0.679876,0.7527356,0.00081385975,0.43768429999999997
E01000608,Brent 013D,Brent,0.0,8.0,21.0,3.0,26.0,13.0,61.0,19.0,5.0,14.0,12.0,61.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,0.44522277,2.8053395e-05,0.612137,0.0,1.0,0.00015868277,0.03447738,0.023933414,6.5613305e-05,0.70170635,0.018115824,0.0003045194,0.00023328932000000002
E01000609,Brent 016C,Brent,0.0,1.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.944635e-06,1.0,9.2947834e-05,4.086575999999999e-09,6.36826e-13,6.5743457e-06,1.2993603e-07,1.5150626e-13,1.6099703e-08,3.1401024e-11,1.338039e-09,5.6909460000000005e-08,0.0
E01000610,Brent 019A,Brent,0.0,2.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,5.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.3203981e-11,0.9027687,1.0,0.00041757897,2.9534863e-09,0.0038096553000000004,0.00028619936000000003,9.046588599999999e-07,6.29655e-07,0.0,4.0331047e-10,0.00014631615,2.2319563e-11
E01000611,Brent 016D,Brent,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1328082999999996e-14,1.1725423000000002e-08,1.0,1.3366677e-09,7.708123e-09,0.0025111435,0.00049462356,4.213059e-05,2.1572705e-08,0.0,9.577288e-14,0.00033382842000000005,6.0320005e-10
E01000612,Brent 019B,Brent,1.0,2.0,0.0,1.0,1.0,11.0,8.0,0.0,1.0,7.0,5.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,6.9760284e-07,0.9033846999999999,1.0,0.0010421078,5.7123214e-07,0.0055561840000000005,0.0003537517,0.0018399608,2.3873404999999998e-05,2.3518135e-06,0.0,0.00027672315,2.3912049e-05
E01000613,Brent 013E,Brent,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.917177e-11,7.028272e-07,1.0,4.7320907e-09,0.00048539732,9.870235e-05,0.0011684293,0.0011576929,1.5424020000000001e-12,2.5940415e-12,1.1571098e-12,0.0005827079,0.0
E01000615,Brent 017B,Brent,3.0,1.0,1.0,1.0,71.0,7.0,168.0,1.0,1.0,3.0,3.0,168.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.2068332e-06,0.46656317,0.39572817,0.00016903831999999999,1.1164951e-07,0.0012187288000000001,0.07122188,0.12934723,0.00015521902,0.0,5.7437199999999994e-06,1.0,0.008449011999999999
E01000616,Brent 020A,Brent,0.0,2.0,4.0,0.0,4.0,3.0,17.0,0.0,0.0,11.0,5.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000617,Brent 017C,Brent,0.0,3.0,3.0,0.0,10.0,4.0,18.0,2.0,0.0,0.0,0.0,18.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000619,Brent 017E,Brent,0.0,2.0,1.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000620,Brent 020B,Brent,0.0,4.0,0.0,0.0,6.0,12.0,38.0,1.0,0.0,1.0,1.0,38.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000621,Brent 020C,Brent,0.0,0.0,7.0,0.0,17.0,3.0,18.0,3.0,1.0,12.0,12.0,18.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2983284,5.081582000000001e-07,0.5564215,0.81290996,0.24756308,0.0005888073,2.9039729999999995e-06,1.0,0.00032924887,0.0047749896000000005,5.061059e-06,0.0,0.020821804
E01000622,Brent 010D,Brent,0.0,2.0,0.0,0.0,5.0,1.0,12.0,4.0,4.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.1136189e-05,5.489903e-13,6.799321999999999e-21,6.320691e-12,4.9158507e-06,4.335975e-10,0.0,1.0,1.5034277e-05,1.4588991e-05,6.845554e-14,5.047935e-10,0.029842612999999997
E01000623,Brent 005C,Brent,0.0,1.0,8.0,0.0,8.0,0.0,29.0,1.0,0.0,4.0,2.0,29.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3473303999999998e-10,1.6434932e-09,0.0,9.978945e-07,8.887741999999999e-14,1.3665017e-09,4.2514055e-11,1.32925415e-11,1.593452e-10,1.2789918e-10,4.2764664000000005e-14,3.602058e-12
E01000624,Brent 005D,Brent,0.0,2.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5959933e-22,0.0,5.8408083e-16,4.5377466e-09,9.566836000000001e-24,7.171554e-11,8.668339e-21,4.2509009999999995e-25,1.15188854e-07,8.906061e-12,1.0,4.1911127e-12,5.798234e-14
E01000625,Brent 009E,Brent,0.0,3.0,3.0,0.0,6.0,4.0,16.0,2.0,0.0,14.0,10.0,16.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.2695772,1.0398370000000002e-08,6.851086e-06,0.85813826,0.11434265,0.93499947,0.0,1.0,0.00045840866999999997,1.3310288e-05,8.472544e-11,4.2393392e-08,0.021231437000000002
E01000626,Brent 010E,Brent,0.0,0.0,1.0,0.0,2.0,2.0,20.0,1.0,2.0,2.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1524408000000001e-05,1.90622e-13,2.8858959999999996e-21,4.2685297e-13,4.7524000000000004e-06,1.2505665e-10,0.0,1.0,1.5660456e-05,1.3519584e-05,2.0595742e-15,0.0010772767,0.07046166
