code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
E01001354,Ealing 027E,Ealing,1.0,2.0,4.0,0.0,9.0,8.0,12.0,3.0,0.0,14.0,10.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.38665065,0.00045527002999999996,0.0,0.01349015,1.5941946000000002e-06,1.0,4.0064883e-06,0.0008625341999999999
E01001355,Ealing 033B,Ealing,0.0,4.0,12.0,1.0,7.0,7.0,30.0,8.0,1.0,13.0,7.0,30.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,6.483582e-10,4.070945e-07,0.0,0.00092222734,3.9189559999999994e-08,0.12602453,1.0,0.00019791738
E01001357,Ealing 033D,Ealing,0.0,2.0,0.0,0.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.06540803,0.0,9.593826e-06,0.13418813,0.0005766614299999999,0.00042025856,1.0,1.5875585e-07
E01001358,Ealing 033E,Ealing,0.0,4.0,2.0,0.0,21.0,16.0,130.0,0.0,2.0,4.0,2.0,130.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001359,Ealing 026A,Ealing,0.0,3.0,19.0,0.0,44.0,2.0,32.0,1.0,0.0,6.0,6.0,32.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17458437,1.1700739999999999e-05,0.0002454651,1.0,0.004350161,0.0,0.88709587,1.7697641e-05
E01001361,Ealing 023E,Ealing,4.0,4.0,39.0,2.0,176.0,11.0,147.0,12.0,3.0,30.0,24.0,147.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.5214916,0.0004200368,0.0022947034,1.0,0.0053091273,0.09312199,0.0,6.519033e-05
E01001362,Ealing 026C,Ealing,0.0,3.0,9.0,1.0,12.0,1.0,26.0,0.0,0.0,3.0,3.0,26.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001363,Ealing 026D,Ealing,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06540218,0.0,9.267386e-05,0.13417691,0.00070854824,0.00042207830000000004,1.0,6.420691e-05
E01001365,Ealing 026F,Ealing,0.0,1.0,2.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001366,Ealing 037A,Ealing,0.0,3.0,1.0,0.0,10.0,0.0,28.0,0.0,2.0,3.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001367,Ealing 037B,Ealing,0.0,6.0,23.0,1.0,54.0,8.0,86.0,4.0,0.0,6.0,4.0,86.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001368,Ealing 037C,Ealing,0.0,1.0,0.0,0.0,3.0,0.0,11.0,1.0,1.0,0.0,0.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001369,Ealing 038D,Ealing,0.0,1.0,4.0,2.0,12.0,7.0,42.0,3.0,0.0,6.0,6.0,42.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.00029231625,0.0,0.00015832653,1.0,0.0028516857,8.762866600000001e-07,0.14938352,0.0600034
E01001370,Ealing 037D,Ealing,0.0,4.0,0.0,0.0,21.0,2.0,36.0,1.0,1.0,1.0,1.0,36.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001371,Ealing 037E,Ealing,1.0,2.0,1.0,0.0,9.0,2.0,30.0,6.0,2.0,5.0,5.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.615647e-10,0.0717597,0.12870299999999998,1.4038729e-09,0.014152089,0.0,4.211173e-07,1.0
E01001372,Ealing 037F,Ealing,0.0,1.0,1.0,0.0,7.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001373,Ealing 037G,Ealing,0.0,0.0,1.0,0.0,8.0,0.0,19.0,0.0,0.0,3.0,3.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0066604693,0.0,0.00010239002,0.0002967151,0.0047434894,0.15166351,0.001827866
E01001376,Ealing 040B,Ealing,0.0,0.0,0.0,0.0,1.0,3.0,12.0,3.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001380,Ealing 040C,Ealing,1.0,2.0,3.0,0.0,2.0,10.0,32.0,2.0,2.0,1.0,1.0,32.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.00033295224000000004,0.0,0.01185355,1.0,0.0032930276000000002,8.169096000000001e-07,2.1566331999999999e-07,1.2086672e-07
E01001381,Ealing 034D,Ealing,1.0,2.0,15.0,0.0,44.0,6.0,102.0,11.0,0.0,17.0,11.0,102.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.06539366,0.0,2.1637403e-05,0.13416107,0.0007299764500000001,0.00046730856,1.0,5.908826e-06
E01001384,Ealing 032C,Ealing,0.0,2.0,13.0,0.0,11.0,3.0,25.0,1.0,0.0,1.0,1.0,25.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001385,Ealing 032D,Ealing,0.0,0.0,11.0,0.0,18.0,1.0,47.0,1.0,1.0,9.0,7.0,47.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001386,Ealing 031F,Ealing,1.0,4.0,12.0,0.0,9.0,3.0,50.0,11.0,6.0,5.0,5.0,50.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.7875487e-05,4.107257000000001e-05,0.034070306,0.0039992006,0.40879217,0.0,0.00024300747000000002
E01001387,Ealing 032E,Ealing,1.0,9.0,4.0,0.0,0.0,2.0,43.0,2.0,6.0,8.0,8.0,43.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.00034159462999999995,0.0,0.00020623104,1.0,0.002870868,8.677178000000001e-07,2.6367593e-07,1.2609652e-07
E01001388,Ealing 028E,Ealing,0.0,0.0,22.0,0.0,17.0,9.0,40.0,2.0,2.0,26.0,18.0,40.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.1009184e-06,0.006306132,0.89680415,0.007158980200000001,7.678943000000001e-06,6.101747000000001e-06,0.0
E01001389,Ealing 028F,Ealing,1.0,2.0,13.0,2.0,31.0,3.0,57.0,6.0,0.0,11.0,9.0,57.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.43363140000000006,0.0004530486,0.0054150047,0.9078288,0.004977458,0.0,1.0,0.00065147795
E01001390,Enfield 036A,Enfield,0.0,2.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001391,Enfield 036B,Enfield,0.0,4.0,0.0,0.0,3.0,1.0,13.0,0.0,0.0,3.0,3.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001393,Enfield 036C,Enfield,0.0,1.0,4.0,0.0,10.0,3.0,33.0,1.0,0.0,11.0,9.0,33.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.00024217441000000002,0.0,9.926293600000001e-05,1.0,0.0051404093,0.02194976,3.0897493e-07,1.2878027e-05
E01001394,Enfield 035A,Enfield,0.0,4.0,12.0,0.0,14.0,6.0,33.0,1.0,0.0,17.0,13.0,33.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.9885084e-10,3.6850224e-11,0.0,1.5990723e-08,1.05603144e-10,2.2150915e-11,1.0,0.51335067
E01001396,Enfield 036D,Enfield,0.0,0.0,11.0,0.0,13.0,4.0,28.0,7.0,1.0,6.0,6.0,28.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.449452e-06,3.0592575e-05,4.1422772000000004e-06,8.934130999999999e-05,0.0,1.1335486000000001e-06,2.7562123e-07
E01001397,Enfield 035C,Enfield,0.0,2.0,1.0,0.0,3.0,7.0,17.0,1.0,0.0,20.0,18.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.52057534,0.0012486927,0.012694413,1.0,0.006530241,0.0,0.83717996,0.036893997000000005
E01001400,Enfield 021C,Enfield,1.0,0.0,3.0,0.0,4.0,6.0,22.0,1.0,0.0,3.0,3.0,22.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001401,Enfield 016A,Enfield,0.0,2.0,1.0,0.0,0.0,4.0,10.0,0.0,0.0,2.0,2.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.8392974e-08,3.6710519999999996e-08,0.0,0.016327722,5.0346788e-08,1.0,7.301798000000001e-07,0.0006716791
E01001402,Enfield 021D,Enfield,0.0,0.0,9.0,0.0,15.0,7.0,38.0,5.0,0.0,7.0,7.0,38.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.6247502999999995e-05,2.513516e-05,0.00010629851,1.0,0.00064854074,0.69515914,0.0,0.00065432
E01001403,Enfield 021E,Enfield,0.0,1.0,1.0,0.0,1.0,6.0,4.0,2.0,4.0,9.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,9.701828999999999e-05,3.1278193999999997e-07,0.0,1.4076978999999998e-08,1.5906076e-08,6.6977444e-11,1.0,6.864516e-06
E01001404,Enfield 026A,Enfield,0.0,3.0,0.0,1.0,0.0,3.0,10.0,4.0,0.0,4.0,4.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.025872653,9.144401e-05,4.541267000000001e-06,7.911642e-05,0.0,1.211074e-06,5.72707e-07
E01001405,Enfield 015A,Enfield,0.0,3.0,0.0,0.0,3.0,7.0,13.0,7.0,0.0,1.0,1.0,13.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001406,Enfield 015B,Enfield,0.0,4.0,11.0,2.0,17.0,9.0,51.0,3.0,1.0,0.0,0.0,51.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001407,Enfield 005A,Enfield,0.0,5.0,2.0,1.0,4.0,4.0,15.0,5.0,15.0,2.0,2.0,15.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001409,Enfield 005B,Enfield,0.0,0.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,2.0,2.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001411,Enfield 004B,Enfield,0.0,5.0,10.0,0.0,16.0,4.0,55.0,1.0,0.0,2.0,2.0,55.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001412,Enfield 004C,Enfield,1.0,12.0,8.0,2.0,45.0,25.0,76.0,28.0,72.0,45.0,35.0,76.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,0.009309302,2.8099621000000002e-05,0.04254086,1.0,0.0031686944,0.11256734,0.0,4.3547443e-05
E01001413,Enfield 004D,Enfield,0.0,4.0,2.0,0.0,1.0,5.0,16.0,0.0,1.0,1.0,1.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7089637e-07,2.5430549e-05,3.6571012000000002e-06,8.634530000000001e-05,0.0,1.01816e-06,1.6856934e-07
E01001414,Enfield 004E,Enfield,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001415,Enfield 011A,Enfield,1.0,2.0,22.0,2.0,35.0,17.0,65.0,6.0,10.0,17.0,15.0,65.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.012387148999999998,0.75668705,0.00921993,0.0071252286,4.0413423e-05,2.8839202e-05
E01001416,Enfield 013A,Enfield,0.0,5.0,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001417,Enfield 011B,Enfield,1.0,1.0,0.0,0.0,4.0,13.0,17.0,2.0,20.0,9.0,5.0,17.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001418,Enfield 011C,Enfield,0.0,5.0,2.0,0.0,5.0,3.0,18.0,2.0,0.0,2.0,2.0,18.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.17334832,0.07547533,0.5118802,1.0,0.012596088,0.0,0.8902985999999999,0.48935956
E01001419,Enfield 020A,Enfield,0.0,2.0,11.0,1.0,18.0,13.0,36.0,6.0,5.0,4.0,2.0,36.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,1.7530506e-06,1.0,4.6194128e-08,0.00040223976000000004,4.5802120000000003e-07,2.7228867e-13,3.2041108e-08
E01001420,Enfield 020B,Enfield,0.0,5.0,1.0,0.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001422,Enfield 011D,Enfield,0.0,5.0,2.0,0.0,2.0,17.0,14.0,6.0,7.0,1.0,1.0,14.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001423,Enfield 027A,Enfield,0.0,2.0,2.0,1.0,0.0,5.0,18.0,0.0,1.0,5.0,5.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001424,Enfield 030A,Enfield,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001425,Enfield 027B,Enfield,0.0,2.0,5.0,0.0,9.0,5.0,32.0,3.0,6.0,11.0,11.0,32.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.90626997,1.0,0.0013411005,0.0004895885,0.319183,0.00014616248,2.2671195e-06
E01001426,Enfield 030B,Enfield,0.0,0.0,3.0,0.0,4.0,3.0,14.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.553591e-07,2.4513070000000002e-05,4.171339700000001e-06,8.926209e-05,0.0,1.1407128e-06,2.3710132999999998e-07
E01001427,Enfield 030C,Enfield,1.0,2.0,3.0,2.0,44.0,5.0,149.0,3.0,5.0,26.0,24.0,149.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.00430167,0.0,0.02752115,0.03252569,0.2571631,0.6323681999999999,0.044493772
E01001428,Enfield 027C,Enfield,0.0,0.0,2.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001429,Enfield 030D,Enfield,1.0,7.0,27.0,5.0,86.0,17.0,74.0,11.0,2.0,14.0,10.0,74.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.8183453e-10,1.8087427e-08,0.0,9.275072e-09,6.0316113e-10,6.128135500000001e-11,1.0,3.4154084e-06
E01001430,Enfield 030E,Enfield,0.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,6.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0040402836,0.0,0.00019700398999999999,1.0,0.0028680137,7.158086e-05,0.13529477,2.9181997e-06
E01001431,Enfield 033A,Enfield,0.0,1.0,1.0,0.0,2.0,1.0,11.0,0.0,0.0,2.0,2.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001432,Enfield 033B,Enfield,0.0,1.0,5.0,1.0,26.0,6.0,33.0,4.0,0.0,17.0,13.0,33.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.087301195,0.00021512603,0.0,0.055570304,0.00015885527,0.19040585,1.0,0.0015497344
E01001433,Enfield 007A,Enfield,0.0,0.0,2.0,0.0,5.0,8.0,15.0,2.0,0.0,4.0,4.0,15.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.19054432,0.00027200332,3.3780433999999996e-06,8.548386e-05,0.0,9.306832e-07,5.46788e-07
E01001434,Enfield 007B,Enfield,0.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001436,Enfield 007D,Enfield,0.0,0.0,1.0,0.0,4.0,2.0,11.0,1.0,0.0,11.0,9.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8199375,2.7800153e-05,0.000207675,0.006059826,0.00033569934999999997,0.0,1.0,0.004630131599999999
E01001437,Enfield 014A,Enfield,0.0,4.0,2.0,0.0,52.0,5.0,222.0,3.0,3.0,6.0,6.0,222.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.1301203e-07,1.0,3.4635893999999995e-05,0.004153166,2.5041877999999994e-08,0.30667648,0.0,6.358935000000001e-07
E01001438,Enfield 007E,Enfield,0.0,1.0,3.0,0.0,2.0,4.0,19.0,5.0,0.0,9.0,9.0,19.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8176354,0.006546891,0.0,0.008065105,0.012049158,1.0,3.512458e-06,0.0006906921000000001
E01001439,Enfield 006A,Enfield,0.0,5.0,20.0,0.0,38.0,8.0,74.0,4.0,0.0,17.0,15.0,74.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.3524516e-06,0.050204523,0.00033393417999999996,0.9831909,0.5513686,0.0020722987
E01001440,Enfield 012A,Enfield,0.0,3.0,5.0,0.0,2.0,4.0,11.0,5.0,3.0,17.0,11.0,11.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.4837274e-06,0.014818895,0.013133806000000001,0.96607053,0.33129865,0.0016373969
E01001441,Enfield 006B,Enfield,0.0,4.0,1.0,1.0,8.0,6.0,10.0,5.0,2.0,14.0,8.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.9076257999999996e-05,4.47315e-05,0.0002230287,0.011686793000000001,9.664101e-07,1.9901408e-06
E01001442,Enfield 002A,Enfield,0.0,0.0,13.0,0.0,19.0,4.0,42.0,4.0,0.0,2.0,2.0,42.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001444,Enfield 001A,Enfield,0.0,3.0,0.0,0.0,1.0,3.0,10.0,1.0,0.0,12.0,8.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.011273024,5.215176799999999e-06,1.0,0.0007482053500000001,0.023222602999999998,0.10205577,0.0,9.791288e-08
E01001445,Enfield 003B,Enfield,1.0,6.0,4.0,0.0,6.0,7.0,56.0,1.0,10.0,11.0,11.0,56.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0009293047500000001,7.824386e-06,0.00017822490000000003,0.27139094,0.0011315539,0.0,1.0,0.0033269696999999997
E01001446,Enfield 001B,Enfield,0.0,1.0,0.0,0.0,3.0,2.0,13.0,0.0,0.0,4.0,4.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.791364999999999e-08,7.740350000000001e-08,0.0,0.01689787,0.0051195817,1.0,7.8374813e-07,0.0009121189
E01001447,Enfield 003C,Enfield,0.0,0.0,6.0,0.0,4.0,2.0,16.0,2.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001448,Enfield 003D,Enfield,0.0,3.0,2.0,0.0,10.0,1.0,25.0,0.0,0.0,1.0,1.0,25.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001449,Enfield 003E,Enfield,0.0,0.0,3.0,0.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001450,Enfield 015C,Enfield,0.0,4.0,18.0,3.0,90.0,17.0,79.0,8.0,8.0,18.0,12.0,79.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,0.65443265,0.0008217169,0.0,6.116221e-05,0.0004241936,0.020337053,1.0,1.7269218e-05
E01001451,Enfield 017A,Enfield,1.0,2.0,2.0,1.0,25.0,2.0,17.0,4.0,6.0,7.0,3.0,17.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001453,Enfield 017C,Enfield,0.0,2.0,0.0,0.0,0.0,5.0,11.0,2.0,0.0,2.0,2.0,11.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001454,Enfield 017D,Enfield,0.0,2.0,5.0,1.0,6.0,9.0,30.0,1.0,1.0,11.0,5.0,30.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0281173e-08,1.6970715e-07,1.4429415e-10,0.018087072,0.0,1.0,8.830716600000001e-07,0.0010787264
E01001455,Enfield 021F,Enfield,0.0,1.0,3.0,0.0,1.0,4.0,17.0,1.0,3.0,2.0,2.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001457,Enfield 010A,Enfield,0.0,3.0,2.0,1.0,3.0,5.0,23.0,4.0,0.0,5.0,3.0,23.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.08716977,4.4672882000000004e-07,0.0,0.056784857,5.1666148e-06,0.19007848,1.0,4.52354e-06
E01001458,Enfield 037A,Enfield,0.0,2.0,5.0,0.0,10.0,4.0,17.0,4.0,0.0,7.0,3.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.028758977,0.00012847976,3.4816821e-06,8.946986999999999e-05,0.0,9.668858e-07,5.105867e-07
E01001459,Enfield 024A,Enfield,0.0,3.0,1.0,0.0,3.0,1.0,12.0,1.0,3.0,5.0,5.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.004683437800000001,5.1352927e-05,5.5603723e-06,6.871007e-05,0.0,1.4049838e-06,7.177482e-07
E01001460,Enfield 024B,Enfield,0.0,1.0,2.0,1.0,6.0,1.0,21.0,2.0,2.0,4.0,4.0,21.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.048606634,0.07160301,0.12826738,0.10002624,0.020099467,0.0,0.76918113,1.0
E01001461,Enfield 027D,Enfield,0.0,3.0,1.0,0.0,2.0,4.0,5.0,7.0,0.0,7.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001463,Enfield 031A,Enfield,0.0,3.0,2.0,0.0,7.0,0.0,17.0,2.0,1.0,3.0,3.0,17.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8560095,0.0071001686,0.020729905,1.0,0.0071862093,0.0,1.71829e-06,2.0313483e-07
E01001464,Enfield 027E,Enfield,0.0,2.0,4.0,0.0,1.0,2.0,7.0,0.0,0.0,3.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001465,Enfield 031B,Enfield,0.0,1.0,4.0,0.0,7.0,5.0,13.0,1.0,1.0,8.0,8.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.00019867080000000002,6.9889967e-07,0.0,0.028965667,5.0243892999999994e-06,1.0,0.057495784,0.0021631822
E01001466,Enfield 031C,Enfield,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,3.0,3.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00033981705000000003,0.0,0.00017106859,1.0,0.0028886588,8.577589000000001e-07,2.6090845e-07,1.2530572e-07
E01001467,Enfield 031D,Enfield,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.089243000000001e-07,7.958495e-05,0.0008254689,0.0002743125,0.0,1.7140175e-06,5.2201426e-07
E01001468,Enfield 010B,Enfield,0.0,2.0,0.0,0.0,2.0,8.0,13.0,2.0,1.0,3.0,3.0,13.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
